SEZ2011,AGG_COUNT,commercial,effected_by_policy_1,effected_by_policy_2,effected_by_policy_3,A46,A47,PF1,bedrooms,accommodates,E27
"480170061460","2","2","2","0","2","14","30","44","2","5","36"
"480170061461","1","1","1","0","1","15","48","70","1","2","69"
"480170061463","5","5","5","4","4","80","320","470","10","21","560"
"480170061464","3","3","3","2","2","12","6","21","4","14","21"
"480170061465","1","0","1","1","0","8","25","37","2","4","61"
"480170061466","2","1","2","1","1","8","72","90","4","10","92"
"480170061467","2","1","2","0","1","14","46","64","2","3","110"
"480170061469","13","7","13","6","6","221","676","1105","18","43","1885"
"480170061470","2","2","2","2","1","6","48","60","3","8","62"
"480170061473","3","3","3","1","1","42","231","297","3","8","294"
"480170061474","2","0","2","2","0","8","36","48","4","8","54"
"480170061476","13","10","13","11","5","182","1014","1300","22","53","1352"
"480170061477","2","1","2","1","0","50","154","230","2","4","250"
"480170061478","4","3","3","3","1","116","404","568","4","12","828"
"480170061479","12","11","12","6","11","144","588","828","15","39","1356"
"480170061480","4","1","3","4","0","56","508","652","6","14","612"
"480170061481","4","2","4","3","0","108","424","588","6","14","796"
"480170061482","2","1","2","1","1","26","80","110","2","6","120"
"480170061483","1","1","1","1","0","7","45","55","1","4","56"
"480170061485","4","3","3","1","3","40","168","232","3","14","212"
"480170061487","4","3","3","2","2","80","188","288","5","10","392"
"480170061488","4","2","4","3","2","56","276","364","5","12","408"
"480170061489","4","4","4","3","3","0","0","0","6","12","0"
"480170061490","2","1","2","2","0","20","66","102","1","7","118"
"480170061491","6","4","5","6","2","54","432","558","8","22","612"
"480170061492","7","2","7","5","2","63","63","126","8","22","147"
"480170061493","3","2","3","3","1","81","189","312","6","16","327"
"480170061496","4","3","3","3","3","44","232","316","6","15","172"
"480170061497","6","3","6","3","1","66","234","324","9","20","480"
"480170061498","3","3","3","3","3","129","408","588","5","12","582"
"480170061499","1","0","1","0","0","7","41","53","1","2","57"
"480170061500","1","1","0","0","1","7","26","37","1","2","28"
"480170061501","3","1","3","1","0","42","309","393","3","5","456"
"480170061502","4","2","4","3","1","20","144","184","4","11","216"
"480170061503","3","3","3","1","2","66","144","255","6","14","381"
"480170061506","1","0","1","1","0","4","87","101","1","2","91"
"480170061507","3","0","3","2","0","105","252","384","4","8","399"
"480170061508","8","7","8","5","5","456","1224","1864","10","31","1880"
"480170061510","5","4","5","1","1","65","635","785","5","14","790"
"480170061511","2","2","2","2","0","28","100","140","2","7","226"
"480170061512","1","1","1","1","1","25","39","66","2","6","69"
"480170061514","5","3","4","4","3","90","340","475","3","15","550"
"480170061516","1","0","1","1","0","31","95","136","2","4","116"
"480170061517","1","0","1","1","0","28","125","172","1","2","196"
"480170061519","1","1","1","1","0","15","67","98","2","4","93"
"480170061520","3","2","3","3","0","27","174","210","4","11","174"
"480170061521","10","4","10","6","1","110","1520","1800","19","36","2200"
"480170061522","3","1","3","0","1","54","390","495","3","7","543"
"480170061523","4","3","3","1","3","60","304","420","7","17","380"
"480170061524","1","1","1","1","0","31","145","199","1","4","199"
"480170061525","3","3","2","3","2","54","270","357","4","14","381"
"480170061528","1","1","1","1","1","8","48","60","1","3","61"
"480170061529","4","2","4","0","2","100","548","720","4","8","716"
"480170061531","18","14","17","14","12","216","594","954","21","66","1296"
"480170061535","3","3","3","3","1","222","477","762","8","16","717"
"480170061536","7","5","7","5","4","182","756","1078","9","20","1127"
"480170061537","4","2","4","3","2","64","352","444","6","12","520"
"480170061539","1","1","1","0","1","19","56","88","1","2","99"
"480170061540","1","1","1","0","1","16","38","62","1","2","78"
"480170061541","5","4","5","4","4","55","585","760","7","22","790"
"480170061542","1","1","1","0","1","7","23","34","1","4","24"
"480170061544","7","5","7","3","3","175","840","1141","14","31","1218"
"480170061545","1","1","1","1","0","2","10","14","2","4","19"
"480170061546","4","4","3","2","4","60","196","304","7","13","380"
"480170061547","5","5","5","1","3","110","185","310","5","9","250"
"480170061548","4","2","4","2","1","12","8","20","6","13","0"
"480170061549","4","1","4","3","1","52","100","172","12","28","232"
"480170061551","5","4","5","1","4","175","460","695","6","18","655"
"480170061552","7","6","6","6","5","77","490","616","9","23","637"
"480170061553","1","0","1","1","0","2","23","27","1","2","0"
"480170061554","3","3","2","1","2","33","144","204","4","12","222"
"480170061556","5","5","5","1","4","150","380","645","5","15","825"
"480170061557","3","2","3","1","1","132","642","846","3","8","810"
"480170061559","3","3","3","2","2","6","0","21","3","9","36"
"480170061560","3","1","3","2","1","48","210","276","4","9","327"
"480170061561","1","1","1","0","0","11","58","80","1","2","80"
"480170061562","1","0","1","0","0","18","36","59","1","1","66"
"480170061563","7","5","7","5","3","0","0","0","8","16","56"
"480170061564","2","1","2","1","0","20","82","118","2","6","148"
"480170061565","3","2","3","2","0","117","255","393","3","9","447"
"480170061567","1","0","1","1","0","5","51","84","1","2","87"
"480170061568","6","5","6","1","4","84","570","744","7","16","918"
"480170061569","1","1","1","0","1","20","107","139","1","1","143"
"480170061570","3","1","2","2","1","51","132","219","4","11","192"
"480170061571","1","1","1","1","1","24","71","102","4","6","119"
"480170061572","3","2","3","3","1","78","195","300","3","12","204"
"480170061573","4","4","4","3","3","92","204","328","5","10","468"
"480170061574","4","3","4","3","2","8","136","152","4","12","200"
"480170061575","3","1","2","1","1","27","246","306","3","8","282"
"480170061576","1","1","0","0","0","4","30","38","1","2","33"
"480170061578","2","1","2","2","0","6","54","66","7","13","88"
"480170061579","4","3","4","1","0","0","68","80","7","16","100"
"480170061580","2","0","2","1","0","148","260","428","2","7","438"
"480170061581","3","1","3","2","0","192","426","678","2","10","747"
"480170061582","7","5","7","5","2","175","371","609","12","29","854"
"480170061583","1","1","1","1","1","17","54","82","1","4","73"
"480170061585","11","8","11","6","7","209","946","1221","11","36","1188"
"480170061587","2","1","2","2","1","46","162","228","2","7","242"
"480170061589","3","1","3","2","1","81","234","348","4","8","372"
"480170061590","1","0","1","0","0","5","33","40","1","1","40"
"480170061593","5","3","5","4","3","85","595","760","7","18","770"
"480170061594","4","1","4","0","1","80","284","424","4","7","452"
"480170061596","6","2","6","2","0","408","984","1464","7","16","1488"
"480170061597","2","2","2","1","2","4","42","54","2","4","2"
"480170061598","12","8","12","8","5","528","504","1188","17","40","960"
"480170061599","1","0","1","1","0","6","72","83","3","5","94"
"480170061600","3","3","3","2","2","39","255","336","6","10","366"
"480170061601","5","4","5","5","4","150","520","740","13","26","730"
"480170061602","1","1","1","1","0","10","23","35","1","4","35"
"480170061604","2","1","2","1","0","36","140","184","3","4","198"
"480170061605","1","0","1","0","0","6","16","27","1","2","29"
"480170061606","12","9","12","8","7","696","2628","3588","18","41","3996"
"480170061607","2","2","2","2","2","0","2","2","13","24","6"
"480170061608","2","1","2","1","0","48","220","290","2","6","302"
"480170061609","2","2","2","1","2","40","132","190","2","6","310"
"480170061612","2","2","2","1","2","48","212","280","2","4","292"
"480170061613","11","5","11","4","5","55","176","242","14","27","231"
"480170061616","13","10","13","7","10","416","3094","3835","22","56","3874"
"480170061619","2","1","2","0","1","38","154","214","2","6","188"
"480170061620","3","2","2","1","1","243","579","888","3","8","975"
"480170061622","1","1","1","1","1","7","27","36","2","4","38"
"480170061623","4","2","2","3","1","164","688","948","7","19","828"
"480170061624","5","1","5","3","1","30","65","105","4","15","105"
"480170061626","1","1","1","1","1","10","42","58","2","6","62"
"480170061629","10","4","10","9","1","1670","3480","5670","15","42","5870"
"480170061630","2","0","2","2","0","12","50","74","2","5","62"
"480170061632","8","5","8","2","3","432","1808","2448","15","37","2472"
"480170061634","5","4","5","2","3","105","985","1150","4","15","1105"
"480170061637","1","0","1","1","0","31","18","49","1","2","53"
"480170061638","1","1","1","0","1","8","56","69","1","2","97"
"480170061639","2","0","2","2","0","26","74","108","2","7","114"
"480170061640","2","1","2","0","1","34","174","228","2","3","236"
"480170061641","6","4","6","3","2","1320","1290","2850","10","17","2898"
"480170061643","1","0","1","0","0","5","24","31","1","2","35"
"480170061645","5","1","5","2","0","985","2955","4165","5","13","4310"
"480170061646","7","4","7","5","2","224","1218","1575","9","30","1456"
"480170061647","3","1","2","1","1","189","675","921","4","10","981"
"480170061649","6","3","6","5","2","288","762","1176","7","21","1374"
"480170061650","1","1","0","1","0","19","64","87","1","4","94"
"480170061652","1","1","1","1","0","13","58","76","1","2","83"
"480170061653","1","0","1","1","0","15","61","86","2","6","111"
"480170061654","1","1","1","1","1","0","3","4","2","6","0"
"480170061655","2","1","2","1","1","34","190","244","4","7","236"
"480170061656","1","0","1","1","0","8","46","64","5","10","65"
"480170061659","8","4","7","5","0","64","848","960","10","28","1256"
"480170061660","1","1","1","1","0","14","0","15","1","2","14"
"480170061661","11","7","11","8","4","715","1925","2805","12","34","3058"
"480170061663","5","1","5","4","1","710","880","1645","7","22","1845"
"480170061664","4","3","4","4","2","52","288","360","7","20","428"
"480170061665","2","1","2","2","1","28","78","116","1","6","118"
"480170061667","6","1","6","5","1","282","1098","1542","11","23","1632"
"480170061668","3","1","3","2","0","111","345","483","5","8","597"
"480170061669","17","7","17","9","6","1088","3689","5304","25","48","6120"
"480170061670","5","2","5","1","0","70","440","580","6","14","1095"
"480170061672","8","4","8","2","1","688","2664","3584","8","17","3896"
"480170061673","4","2","4","2","1","12","164","200","3","10","200"
"480170061674","3","3","3","0","3","54","159","231","3","6","225"
"480170061675","1","1","1","1","1","19","87","114","2","4","146"
"480170061677","2","2","2","1","1","40","204","262","3","10","206"
"480170061681","3","1","3","1","1","36","177","237","3","8","273"
"480170061683","1","0","1","1","0","29","179","219","1","4","238"
"480170061684","9","7","8","6","3","801","1116","2052","14","39","3168"
"480170061685","1","1","1","1","0","0","0","0","0","4","92"
"480170061686","3","2","3","3","1","0","36","39","5","11","54"
"480170061688","4","3","4","1","0","148","636","888","6","13","788"
"480170061689","2","2","2","0","2","6","80","86","2","6","110"
"480170061691","4","2","4","3","1","356","748","1204","4","14","1152"
"480170061692","3","1","3","3","1","63","498","600","4","10","597"
"480170061693","9","5","9","4","4","792","2772","3861","9","23","4032"
"480170061694","3","0","3","3","0","24","102","159","6","13","168"
"480170061695","3","1","3","2","0","30","150","219","11","26","324"
"480170061696","1","0","1","1","0","29","84","123","1","2","143"
"480170061697","1","1","1","1","1","1","15","19","1","2","21"
"480170061698","1","0","1","1","0","25","101","142","1","5","137"
"480170061699","6","4","5","5","4","84","576","756","9","24","666"
"480170061700","4","1","4","2","1","52","256","344","5","12","408"
"480170061701","3","1","3","2","1","66","297","396","7","16","351"
"480170061704","2","2","2","0","1","62","124","208","2","4","244"
"480170061710","2","1","2","2","1","42","154","220","3","8","176"
"480170061712","1","1","1","1","1","26","136","185","3","7","161"
"480170061713","2","1","2","2","0","38","100","152","3","9","152"
"480170061714","5","0","5","2","0","190","910","1230","5","14","1070"
"480170061715","1","0","1","1","0","10","40","56","1","3","62"
"480170061716","3","1","3","3","1","0","0","0","4","8","0"
"480170061721","1","0","1","1","0","7","33","45","1","3","39"
"480170061722","6","1","6","2","0","312","852","1302","6","13","1212"
"480170061724","1","0","1","0","0","0","12","14","1","2","14"
"480170061732","5","1","4","4","0","165","380","610","8","18","605"
"480170061734","1","1","1","1","0","8","53","63","0","2","64"
"480170061736","4","1","4","4","1","224","708","1004","5","11","976"
"480170061737","4","3","4","2","2","168","356","552","6","14","564"
"480170061738","7","5","7","4","2","84","994","1141","10","27","1176"
"480170061739","5","5","5","3","4","160","580","795","7","20","850"
"480170061742","8","5","8","4","3","384","1424","2016","8","17","2128"
"480170061744","1","0","1","0","0","6","75","86","1","2","83"
"480170061745","1","1","1","1","0","4","29","38","2","4","45"
"480170061747","1","0","1","1","0","8","29","38","3","5","38"
"480170061750","6","5","6","0","3","300","810","1188","6","12","1092"
"480170061752","3","1","3","3","1","0","9","9","3","10","9"
"480170061754","1","1","0","1","0","1","8","9","1","4","9"
"480170061755","5","3","5","3","0","160","925","1205","8","13","1530"
"480170061759","1","1","1","0","1","11","67","86","1","2","124"
"480170061760","1","1","1","1","0","2","10","14","2","4","13"
"480170061764","1","0","1","0","0","26","72","111","1","2","123"
"480170061768","2","1","2","1","1","10","72","96","2","6","136"
"480170061769","2","1","2","2","1","8","0","8","4","7","8"
"480170061770","1","0","1","1","0","4","47","57","2","5","101"
"480170061771","2","1","2","1","0","78","290","424","2","4","572"
"480170061772","1","0","1","1","0","2","31","37","1","2","49"
"480170061779","1","1","1","1","0","38","127","177","2","6","154"
"480170061781","1","0","1","0","0","36","148","200","1","2","238"
"480170061782","1","0","1","0","0","17","92","117","1","1","143"
"480170061783","1","1","1","0","0","0","0","0","1","3","170"
"480170061786","1","1","1","1","0","60","120","204","1","2","206"
"480170061787","1","1","1","1","0","9","55","69","1","2","78"
"480170061792","5","2","5","2","1","300","1295","1705","6","19","1600"
"480170061793","2","1","2","2","0","8","104","132","3","7","126"
"480170061794","8","4","7","4","3","208","472","704","8","24","720"
"480170061796","1","1","1","1","0","0","0","0","2","4","1"
"480170061798","2","1","2","2","1","38","188","266","3","7","260"
"480170061799","1","1","1","1","1","1","23","24","2","4","25"
"480170061804","3","1","3","2","0","60","276","387","5","14","330"
"480170061805","3","2","2","2","0","141","549","741","3","9","768"
"480170061808","5","0","5","2","0","140","700","890","4","11","805"
"480170061813","1","1","1","1","1","26","143","194","2","7","229"
"480170061814","2","2","2","1","1","16","152","176","3","6","190"
"480170061816","1","1","1","1","0","6","45","52","2","4","72"
"480170061817","6","2","6","5","2","516","1698","2304","7","22","2706"
"480170061819","1","0","1","1","0","0","13","16","1","3","16"
"480170061820","3","1","3","3","1","39","378","471","5","10","465"
"480170061822","2","2","2","1","1","16","98","138","2","4","144"
"480170061824","2","0","2","1","0","12","54","68","4","10","72"
"480170061826","3","2","3","2","0","108","228","384","5","10","510"
"480170061827","6","3","5","3","0","30","276","354","9","17","360"
"480170061831","2","1","2","2","1","16","82","102","3","10","130"
"480170061832","6","3","6","6","2","108","156","282","9","26","312"
"480170061834","8","5","8","7","1","1440","3728","5592","10","26","5600"
"480170061838","1","1","1","0","1","14","55","78","1","1","92"
"480170061840","4","3","2","4","1","76","332","444","5","16","468"
"480170061844","3","1","3","2","1","87","327","453","3","6","450"
"480170061848","3","3","2","1","3","6","21","30","5","14","57"
"480170061850","4","1","4","2","0","44","712","828","7","15","1060"
"480170061853","1","1","1","1","0","21","131","166","2","4","147"
"480170061856","1","0","1","1","0","44","168","238","1","5","236"
"480170061858","2","0","2","1","0","50","268","338","2","6","314"
"480170061862","2","1","2","2","1","276","310","624","5","14","644"
"480170061863","1","1","1","1","1","39","28","73","1","4","80"
"480170061866","1","0","1","1","0","13","55","73","1","4","85"
"480170061867","2","1","2","1","1","14","110","144","2","6","152"
"480170061869","2","2","2","2","0","112","6","124","3","8","124"
"480170061870","3","1","2","1","0","66","222","318","3","8","309"
"480170061873","3","1","3","2","0","699","342","1080","4","8","1002"
"480170061877","3","1","3","2","0","33","117","195","5","11","231"
"480170061878","2","0","2","2","0","38","332","402","5","15","402"
"480170061879","1","0","1","1","0","5","38","50","1","3","64"
"480170061880","19","11","17","15","6","1786","6973","9481","25","63","9994"
"480170061881","2","1","2","1","1","18","80","108","6","10","120"
"480170061884","2","1","2","1","0","148","568","756","3","6","752"
"480170061885","2","2","1","2","2","64","156","234","2","8","208"
"480170061886","13","6","13","8","4","702","2808","3952","18","44","3627"
"480170061888","1","0","1","1","0","0","0","2","1","4","3"
"480170061890","2","1","2","2","0","38","146","196","2","5","196"
"480170061894","3","0","3","2","0","537","477","1056","3","5","1074"
"480170061895","2","0","2","0","0","12","88","130","2","4","136"
"480170061896","1","0","1","1","0","5","48","58","2","6","56"
"480170061897","1","0","1","1","0","29","177","222","4","9","265"
"480170061898","2","2","2","1","0","8","34","52","4","8","78"
"480170061900","6","2","6","3","2","1026","2502","3762","8","20","3834"
"480170061901","4","3","4","1","2","72","352","448","4","7","500"
"480170061902","1","0","1","1","0","25","104","143","1","4","151"
"480170061904","1","0","1","0","0","18","31","57","1","2","58"
"480170061905","1","1","1","1","0","36","81","128","1","4","130"
"480170061906","8","3","8","4","0","192","1432","1992","15","28","2176"
"480170061910","1","1","1","1","0","17","56","84","1","2","84"
"480170061911","5","3","5","1","2","145","735","920","6","10","930"
"480170061912","7","6","6","5","1","126","385","560","8","17","581"
"480170061914","5","1","3","5","0","305","1725","2180","7","21","2125"
"480170061915","3","1","3","2","0","84","264","408","6","12","447"
"480170061921","2","0","2","2","0","82","122","214","4","10","256"
"480170061922","5","1","5","4","0","145","785","995","4","10","1045"
"480170061924","7","5","7","4","3","287","1092","1526","7","12","1477"
"480170061925","1","0","1","1","0","13","48","68","2","4","68"
"480170061928","3","1","3","0","0","42","213","276","3","6","378"
"480170061931","3","3","2","2","1","369","927","1365","4","9","1386"
"480170061932","7","4","4","4","3","147","616","854","9","20","994"
"480170061933","3","3","3","3","0","57","579","669","4","10","645"
"480170061936","4","4","4","1","3","56","280","388","4","9","416"
"480170061937","10","8","10","6","6","940","4500","5890","13","30","5740"
"480170061938","2","0","2","0","0","52","196","264","2","3","280"
"480170061944","1","0","1","0","0","9","42","58","1","2","57"
"480170061945","3","0","3","1","0","276","363","708","3","7","771"
"480170061950","1","0","1","1","0","13","30","49","2","5","78"
"480170061952","1","0","1","1","0","9","50","157","1","2","127"
"480170061954","2","2","2","0","1","30","122","160","2","3","172"
"480170061955","2","0","2","1","0","66","170","246","2","5","350"
"480170061956","1","1","1","1","1","74","220","317","1","4","319"
"480170061957","1","0","1","1","0","34","40","79","2","1","84"
"480170061958","13","8","13","6","7","195","2145","2886","17","46","2912"
"480170061959","1","0","1","1","0","5","180","193","1","4","197"
"480170061961","2","0","2","1","0","18","130","168","2","4","166"
"480170061963","2","0","2","2","0","328","364","746","5","10","760"
"480170061965","7","1","7","4","0","112","462","651","9","21","749"
"480170061966","1","1","1","1","1","7","30","40","2","3","42"
"480170061967","1","1","1","0","0","26","135","183","1","2","218"
"480170061968","2","0","2","2","0","42","128","204","5","8","228"
"480170061969","1","1","1","0","0","11","45","60","1","2","86"
"480170061974","1","1","1","0","0","1","7","10","1","2","9"
"480170061978","4","1","3","2","0","4","0","36","5","15","16"
"480170061979","10","5","9","3","4","300","1100","1560","12","20","1640"
"480170061983","1","0","1","0","0","25","101","135","2","5","148"
"480170061984","1","0","1","1","0","3","48","56","1","2","60"
"480170061985","2","1","2","2","1","8","48","76","3","12","82"
"480170061986","4","1","4","1","1","124","428","616","5","8","640"
"480170061987","2","0","1","2","0","18","316","358","2","7","366"
"480170061988","10","8","10","9","3","20","230","280","8","34","270"
"480170061989","1","0","1","1","0","2","16","19","2","5","24"
"480170061990","1","1","0","1","0","13","71","91","0","4","102"
"480170061991","3","3","3","3","0","111","510","651","5","13","597"
"480170061992","2","0","2","0","0","10","62","164","2","4","162"
"480170061994","8","3","8","5","3","360","1712","2392","10","25","2288"
"480170061996","4","0","4","3","0","112","484","664","6","15","664"
"480170062004","2","1","2","2","0","14","256","298","2","9","364"
"480170062006","1","0","1","1","0","23","180","212","1","3","210"
"480170062007","1","1","1","1","1","5","49","59","3","8","74"
"480170062008","6","5","6","2","3","60","360","462","8","18","504"
"480170062012","3","1","3","0","1","0","6","6","3","6","6"
"480170062014","1","1","1","1","0","96","57","160","2","6","139"
"480170062016","1","1","1","1","0","28","121","161","2","4","183"
"480170062017","1","0","1","0","0","78","1","79","1","2","79"
"480170062018","1","0","1","1","0","0","1","1","2","5","1"
"480170062019","1","0","1","1","0","7","28","41","2","4","42"
"480170062020","5","5","5","4","1","500","1500","2320","4","13","2045"
"480170062021","1","1","1","0","1","1","16","22","2","5","26"
"480170062024","1","1","1","0","1","0","18","19","1","2","25"
"480170062025","3","2","3","3","0","36","249","291","3","8","375"
"480170062026","2","1","2","1","0","54","352","450","3","7","428"
"480170062027","1","1","1","0","0","2","50","55","1","1","53"
"480170062032","3","1","3","3","0","159","1020","1257","3","10","1275"
"480170062035","12","7","9","6","2","1524","6828","9072","14","35","8580"
"480170062036","3","1","2","3","0","24","102","126","4","8","75"
"480170062040","2","1","2","2","0","80","608","742","2","5","764"
"480170062041","3","1","3","3","1","99","507","639","5","11","603"
"480170062048","1","0","1","0","0","36","143","196","1","2","198"
"480170062049","2","1","2","0","0","454","530","1060","2","3","1074"
"480170062050","6","3","6","2","3","138","642","852","8","19","966"
"480170062052","1","1","1","0","1","4","26","33","1","4","34"
"480170062054","2","1","2","1","0","28","104","142","1","4","124"
"480170062055","3","1","3","3","0","114","276","438","5","11","456"
"480170062057","1","1","1","0","0","51","210","284","1","2","270"
"480170062058","1","0","1","1","0","18","53","76","1","2","85"
"480170062059","1","0","1","1","0","0","14","14","1","4","13"
"480170062062","3","3","3","3","3","9","54","81","4","9","87"
"480170062066","2","0","2","0","0","50","196","274","2","5","264"
"480170062069","1","0","1","1","0","12","11","38","2","4","52"
"480170062072","1","0","1","1","0","6","20","29","2","4","28"
"480170062079","3","2","3","3","2","441","459","945","3","15","921"
"480170062081","1","1","1","1","0","18","94","163","1","3","174"
"480170062085","1","0","1","1","0","14","53","67","2","4","66"
"480170062087","1","1","1","1","0","0","15","16","2","3","18"
"480170062089","1","0","1","1","0","9","53","66","1","3","72"
"480170062090","4","3","4","4","3","16","148","200","19","43","208"
"480170062091","1","0","1","1","0","8","55","74","1","4","77"
"480170062093","3","1","2","3","1","3","6","9","8","20","18"
"480170062094","4","4","4","1","4","20","180","232","7","16","236"
"480170062096","1","1","1","1","1","1","11","13","8","16","32"
"480170062097","10","2","10","10","1","1220","3530","5110","15","41","5150"
"480170062098","1","1","1","1","0","7","68","79","1","4","78"
"480170062099","1","1","1","1","0","3","81","86","1","5","85"
"480170062103","1","0","1","1","0","21","73","105","1","3","114"
"480170062105","2","2","1","2","0","10","20","36","3","6","80"
"480170062106","1","0","1","1","0","32","158","214","2","4","243"
"480170062108","1","0","0","1","0","1","15","20","1","2","28"
"480170062109","1","0","1","1","0","0","2","3","2","6","3"
"480170062110","1","0","1","0","0","3","29","33","1","4","40"
"480170062111","1","1","1","1","1","2","9","15","2","7","18"
"480170062119","1","0","1","1","0","18","15","37","2","4","48"
"480170062120","3","2","3","2","2","0","12","15","10","21","24"
"480170062121","2","1","2","2","1","4","118","130","4","7","152"
"480170062122","2","1","2","1","1","10","26","42","3","5","124"
"480170062124","1","1","1","1","1","1","25","30","0","2","57"
"480170062125","2","0","2","2","0","22","214","280","6","12","406"
"480170062126","5","2","5","3","0","95","415","635","11","21","1080"
"480170062127","12","5","12","7","2","1452","5076","7152","14","33","6672"
"480170062131","3","3","3","3","2","27","45","93","6","13","114"
"480170062133","1","0","1","1","0","2","11","20","0","4","26"
"480170062135","1","1","1","1","0","16","96","125","2","5","129"
"480170062137","1","0","1","0","0","0","0","8","1","2","12"
"480170062140","2","2","2","2","1","14","108","226","6","13","352"
"480170062142","1","1","1","1","0","0","1","1","4","8","1"
"480170062143","1","1","1","1","1","1","1","4","3","6","9"
"480170062147","2","2","2","0","0","8","2","12","2","4","54"
"480170062149","1","1","1","1","0","1","4","7","4","10","7"
"480170062150","3","2","3","1","2","15","90","117","3","5","123"
"480170062154","6","4","6","6","3","96","240","384","10","25","654"
"480170062155","2","2","2","0","0","120","666","878","2","5","922"
"480170062157","1","0","1","0","0","13","82","105","1","2","109"
"480170062158","1","0","1","1","0","5","23","32","1","2","47"
"480170062159","3","1","3","2","1","6","36","51","4","8","171"
"480170062160","1","1","1","0","0","6","28","37","1","2","59"
"480170062161","2","0","2","1","0","0","8","14","4","9","48"
"480170062162","1","1","1","0","1","1","10","11","2","5","17"
"480170062163","1","0","1","1","0","1","8","9","2","4","15"
"480170062164","3","2","3","3","0","6","102","135","4","10","234"
"480170062167","2","1","2","2","0","24","342","376","3","7","572"
"480170062169","2","1","2","1","0","2","22","40","3","8","48"
"480170062177","63","45","60","59","35","2772","3150","6930","116","303","10773"
"480170062181","1","0","1","1","0","1","25","34","1","4","87"
"480170062186","1","1","1","1","0","0","0","0","3","6","1"
