SEZ2011,P1,A46,A47,PF1,E3,E27,SEZ2011_2,Shape_Leng,Shape_Area,field_1,id,listing_ur,last_scrap,name,host_id,host_name,host_since,host_locat,host_total,neighbourh,latitude,longitude,room_type,accommodat,bedrooms,price,availabili,availabi_1,availabi_2,availabi_3,number_of_,number_o_1,license,instant_bo,calculated,reviews_pe
480170061088,"0","0","0","0","0","0",480170061088,1003.713405299999977,33660.259768299998541,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061089,"109","1","35","52","7","55",480170061089,504.669380251000007,14413.122657300000355,"5759","28091993",https://www.airbnb.com/rooms/28091993,2021/12/17,Donatello studio apartment near city centre.,"32964261",Caterina,2015/05/09,"Florence, Tuscany, Italy","1",Campo di Marte,43.776029999999999,11.270009999999999,Entire home/apt,"2",1.000000000000000,44.000000000000000,"13","27","27","105","34","2",,t,"1",2.490000000000000
480170061090,"14","3","4","9","6","13",480170061090,218.730515926000010,2996.086482300000171,"17","46520",https://www.airbnb.com/rooms/46520,2021/12/17,A Residenza Martin:  Superior room,"380378",Officina 360,2011/02/07,"Florence, Tuscany, Italy","36",Centro Storico,43.776989999999998,11.252160000000000,Private room,"3",1.000000000000000,57.000000000000000,"25","55","82","345","6","0",,t,"26",0.680000000000000
480170061091,"181","13","62","87","15","127",480170061091,998.615347240999881,36828.410460200000671,"2027","7819692",https://www.airbnb.com/rooms/7819692,2021/12/17,Leopolda Dream Home,"9903656",Lorenzo,2013/11/09,"Florence, Tuscany, Italy","3",Centro Storico,43.775359999999999,11.237940000000000,Entire home/apt,"5",2.000000000000000,80.000000000000000,"14","43","73","345","1","0",,t,"3",0.740000000000000
480170061092,"0","0","0","0","0","0",480170061092,356.384945408000021,7886.901425490000292,"248","547531",https://www.airbnb.com/rooms/547531,2021/12/17,B&B LORENZO DE'MEDICI DREAM'S ROOM FLORENCE CENTER,"2690055",Carmine,2012/06/20,"Florence, Tuscany, Italy","3",Centro Storico,43.776040000000002,11.253130000000001,Private room,"2",1.000000000000000,50.000000000000000,"0","0","0","0","0","0",,t,"8",2.280000000000000
480170061094,"216","41","68","123","16","113",480170061094,659.708560039999952,21569.583575299999211,"28","57859",https://www.airbnb.com/rooms/57859,2021/12/17,"Bright flat,Terrace central Firenze","274074",Elly,2010/10/29,"Florence, Toscana, Italy","22",Centro Storico,43.776519999999998,11.255879999999999,Entire home/apt,"3",1.000000000000000,90.000000000000000,"14","14","28","275","8","0",,t,"12",1.210000000000000
480170061095,"311","28","124","164","12","183",480170061095,509.327836896000008,13257.911343300000226,"9873","52502896",https://www.airbnb.com/rooms/52502896,2021/12/17,Ampia camera  con bagno privato in zona Coverciano,"210144038",Chiara,2018/08/17,IT,"0",Campo di Marte,43.776009999999999,11.299180000000000,Private room,"3",1.000000000000000,77.000000000000000,"27","57","87","87","0","0",,f,"2",
480170061096,"59","3","19","28","4","26",480170061096,280.628494762000003,3848.106655590000173,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061097,"9","1","3","5","1","39",480170061097,773.032914606999952,34754.709715299999516,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061098,"105","5","39","49","5","46",480170061098,343.337060833999999,7264.942493040000045,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061099,"20","0","8","12","3","12",480170061099,204.516100090999998,2286.003927449999992,"2332","10159639",https://www.airbnb.com/rooms/10159639,2021/12/17,Loft in the green isle of Isolotto Vecchio,"17282504",Sergio,2014/06/26,"Florence, Tuscany, Italy","1",Isolotto Legnaia,43.777979999999999,11.215040000000000,Entire home/apt,"2",1.000000000000000,51.000000000000000,"0","14","44","44","0","0",,f,"1",0.600000000000000
480170061100,"493","32","188","237","29","246",480170061100,769.676418646000002,31852.211443100000906,"1269","4382351",https://www.airbnb.com/rooms/4382351,2021/12/17,Dahlia Room Florence Flowers Apt,"22716973",Alessandro,2014/10/19,"Florence, Tuscany, Italy","3",Isolotto Legnaia,43.777270000000001,11.213640000000000,Private room,"4",1.000000000000000,49.000000000000000,"14","44","71","71","0","0",,f,"3",0.050000000000000
480170061101,"187","61","1","64","1","74",480170061101,397.034074067000006,8629.957798589999584,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061103,"111","3","43","54","3","49",480170061103,306.227896047000002,4402.483400000000074,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061104,"159","23","53","80","13","91",480170061104,464.003958178999994,12249.537156799999138,"1654","6036236",https://www.airbnb.com/rooms/6036236,2021/12/17,Camera sul giardino,"22842248",Debora,2014/10/22,"Florence, Tuscany, Italy","5",Campo di Marte,43.776719999999997,11.272980000000000,Private room,"2",1.000000000000000,80.000000000000000,"0","14","44","319","0","0",,f,"4",0.010000000000000
480170061105,"52","1","20","23","1","25",480170061105,219.596115021999992,2068.342144740000094,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061106,"276","58","66","128","5","138",480170061106,450.570580201999974,11885.956609000000753,"10082","53307016",https://www.airbnb.com/rooms/53307016,2021/12/17,"Camera singola e bagno privato,facilità parcheggio","431567634",Federico,2021/11/12,IT,"0",Campo di Marte,43.776422745597891,11.279972602575651,Private room,"1",1.000000000000000,50.000000000000000,"28","58","88","363","0","0",,t,"2",
480170061107,"3","0","1","1","1","1",480170061107,1066.832454999999982,21237.192812900000717,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061108,"136","3","60","73","4","75",480170061108,348.477468402000000,7728.871707719999904,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061109,"75","2","31","35","10","42",480170061109,517.479354659000023,13140.104847099999461,"781","2249514",https://www.airbnb.com/rooms/2249514,2021/12/17,Fantastic double bedroom,"11486420",Antonella,2014/01/20,"Florence, Tuscany, Italy","1",Campo di Marte,43.775910000000003,11.291370000000001,Private room,"1",1.000000000000000,38.000000000000000,"0","0","6","181","0","0",,f,"1",0.290000000000000
480170061110,"278","21","98","129","19","118",480170061110,550.049134407999986,18828.714294900004461,"325","750529",https://www.airbnb.com/rooms/750529,2021/12/17,Affittacamere Benedetta Triple,"1372403",Donatella,2011/11/05,"Florence, Toscana, Italy","3",Centro Storico,43.776780000000002,11.240449999999999,Private room,"3",1.000000000000000,100.000000000000000,"0","0","0","0","0","0",,t,"3",
480170061111,"732","223","50","281","15","279",480170061111,1968.664914559999943,88784.103929799995967,"2640","12164382",https://www.airbnb.com/rooms/12164382,2021/12/17,"Class ""A"" Appartment in Florence city","65336154",Maria,2016/04/01,"Panzano, Tuscany, Italy","1",Isolotto Legnaia,43.777589999999996,11.202920000000001,Entire home/apt,"5",2.000000000000000,66.000000000000000,"8","38","68","338","3","0",,t,"1",0.850000000000000
480170061112,"165","42","55","109","32","104",480170061112,319.664786982000010,4553.232906109999931,"120","240985",https://www.airbnb.com/rooms/240985,2021/12/17,Room & private b with splendid view,"681999",Cristina,2011/06/09,"Florence, Toscana, Italy","1",Centro Storico,43.777009999999997,11.254210000000000,Private room,"1",1.000000000000000,41.000000000000000,"21","51","81","81","4","2",,f,"1",2.740000000000000
480170061113,"9","0","4","5","1","5",480170061113,189.591769050000011,1911.430047260000038,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061114,"353","52","79","146","26","209",480170061114,817.416397896000035,34277.680814799998188,"6802","34354546",https://www.airbnb.com/rooms/34354546,2021/12/17,Jasmin garden.,"259368145",Elena,2019/05/02,United Kingdom,"1",Campo di Marte,43.775990000000000,11.277320000000000,Private room,"2",1.000000000000000,43.000000000000000,"14","35","45","45","8","2",,f,"1",1.150000000000000
480170061115,"92","23","25","57","13","94",480170061115,348.253820761999975,7453.277868580000359,"195","406841",https://www.airbnb.com/rooms/406841,2021/12/17,Splendid apartment in the center,"2026854",Maria,2012/03/28,"Florence, Toscana, Italy","1",Centro Storico,43.776760000000003,11.255160000000000,Entire home/apt,"4",2.000000000000000,75.000000000000000,"0","0","0","0","0","0",,f,"1",0.010000000000000
480170061116,"456","17","171","196","9","184",480170061116,808.018991690000007,34069.047264900000300,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061117,"5","0","2","2","3","3",480170061117,2775.804455599999983,238717.792703000013717,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061118,"0","0","0","0","1","10",480170061118,964.658651037000027,43119.925695999998425,"8690","46079817",https://www.airbnb.com/rooms/46079817,2021/12/17,Da Robi,"80837583",Roberta,2016/06/30,"Florence, Tuscany, Italy","1",Campo di Marte,43.775939999999999,11.293400000000000,Private room,"2",1.000000000000000,30.000000000000000,"0","0","0","0","14","0",,t,"1",2.300000000000000
480170061119,"368","73","70","148","26","147",480170061119,737.481703082999957,26271.376734800000122,"8456","44264590",https://www.airbnb.com/rooms/44264590,2021/12/17,Casa nel 6° piano con ascensore molto tranquilla,"144151065",Karen,2017/08/03,"Florence, Tuscany, Italy","2",Isolotto Legnaia,43.777709999999999,11.192170000000001,Private room,"2",2.000000000000000,25.000000000000000,"27","57","87","177","0","0",,f,"2",
480170061120,"81","4","33","38","2","35",480170061120,301.600249207999980,3430.563230889999886,"8924","49033520",https://www.airbnb.com/rooms/49033520,2021/12/17,"Firenze: Private Room, ensuite bathroom","4388738",Andrea,2012/12/12,"Florence, Tuscany, Italy","2",Isolotto Legnaia,43.777839999999998,11.215809999999999,Private room,"2",1.000000000000000,36.000000000000000,"19","49","79","349","21","1",,f,"1",3.030000000000000
480170061121,"83","9","35","45","6","127",480170061121,265.704809264000005,4293.893618359999891,"5","31840",https://www.airbnb.com/rooms/31840,2021/12/17,A Residenza Martin  Classic room,"380378",Officina 360,2011/02/07,"Florence, Tuscany, Italy","36",Centro Storico,43.777090000000001,11.252160000000000,Private room,"2",1.000000000000000,57.000000000000000,"20","48","75","338","2","0",,t,"26",0.870000000000000
480170061122,"79","2","36","39","6","39",480170061122,324.633140986999990,6426.336271099999976,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061123,"103","1","44","48","3","53",480170061123,304.762872738999988,5162.593678770000224,"2512","11501922",https://www.airbnb.com/rooms/11501922,2021/12/17,appartamento nel verde a due min dal centro,"31068709",Jacopo,2015/04/12,"Florence, Tuscany, Italy","1",Isolotto Legnaia,43.777340000000002,11.218840000000000,Entire home/apt,"4",2.000000000000000,60.000000000000000,"0","0","0","74","0","0",,f,"1",1.580000000000000
480170061124,"374","31","141","183","10","176",480170061124,554.563264492000030,18234.152642000000924,"3190","15010787",https://www.airbnb.com/rooms/15010787,2021/12/17,"My little cosy room, tea and coffee.","3402890",Francesca,2012/08/28,"Florence, Tuscany, Italy","1",Campo di Marte,43.775680000000001,11.298090000000000,Private room,"2",1.000000000000000,30.000000000000000,"0","0","0","230","0","0",,t,"1",1.110000000000000
480170061125,"75","8","21","39","9","49",480170061125,359.548205290999988,8069.232182259999718,"2933","13579374",https://www.airbnb.com/rooms/13579374,2021/12/17,Charming room,"72847441",Laura,2016/05/19,"Florence, Tuscany, Italy","3",Campo di Marte,43.776739999999997,11.271680000000000,Private room,"1",1.000000000000000,40.000000000000000,"0","1","1","231","0","0",,t,"5",1.130000000000000
480170061126,"449","70","134","210","17","233",480170061126,1136.232331650000106,50010.679256399991573,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061127,"241","26","93","124","20","162",480170061127,922.395968373999949,38910.694469800000661,"2162","8933134",https://www.airbnb.com/rooms/8933134,2021/12/17,Private room in Florence,"21825744",Mina & Florea,2014/09/27,"Florence, Tuscany, Italy","2",Campo di Marte,43.775050000000000,11.287900000000000,Private room,"2",1.000000000000000,35.000000000000000,"0","0","0","199","0","0",,t,"2",3.300000000000000
480170061130,"172","20","51","73","4","72",480170061130,599.062099674000024,9327.313984300000811,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061131,"0","0","0","0","0","0",480170061131,206.040251323000007,2602.691187519999858,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061132,"93","14","28","50","5","104",480170061132,539.218518088999986,12921.486495099999956,"1783","6599565",https://www.airbnb.com/rooms/6599565,2021/12/17,Firenze - camera zaffiro,"34525220",Giorgio,2015/05/29,"Florence, Tuscany, Italy","4",Centro Storico,43.776359999999997,11.250410000000000,Private room,"2",1.000000000000000,73.000000000000000,"25","55","85","187","8","0",,t,"12",2.470000000000000
480170061133,"208","4","87","109","19","136",480170061133,478.122523564999995,13231.024636399999508,"1650","6008935",https://www.airbnb.com/rooms/6008935,2021/12/17,Elegant 2+2 Adjacent to Center,"31195027",Serena Costanza,2015/04/14,"Florence, Tuscany, Italy","1",Campo di Marte,43.777160000000002,11.274030000000000,Entire home/apt,"4",1.000000000000000,72.000000000000000,"6","36","66","341","0","0","+393465264088",f,"1",0.560000000000000
480170061134,"378","32","133","185","23","178",480170061134,707.361156230000006,31026.691913499998918,"4101","19384811",https://www.airbnb.com/rooms/19384811,2021/12/17,camera in ampio appartamento zona Campo di Marte,"6820587",Caterina,2013/06/09,"Florence, Tuscany, Italy","1",Campo di Marte,43.776310000000002,11.287070000000000,Private room,"2",1.000000000000000,50.000000000000000,"0","0","0","0","0","0",,t,"1",0.050000000000000
480170061135,"78","11","28","47","14","50",480170061135,631.316458161000014,23590.643855800000892,"479","1080199",https://www.airbnb.com/rooms/1080199,2021/12/17,"Few yards from Duomo, Via dei Servi","5873948",Lorena,2013/04/11,"San Miniato, Tuscany, Italy","1",Centro Storico,43.776440000000001,11.259940000000000,Entire home/apt,"7",3.000000000000000,156.000000000000000,"22","52","82","82","11","1",,f,"1",2.490000000000000
480170061136,"63","3","33","37","2","34",480170061136,246.587560932000002,3653.852273189999778,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061137,"386","43","128","186","7","185",480170061137,705.277897846999963,25423.360667900004046,"946","2926152",https://www.airbnb.com/rooms/2926152,2021/12/17,a,"14940903",Dorota,2014/04/30,"Florence, Tuscany, Italy","1",Isolotto Legnaia,43.777639999999998,11.211740000000001,Entire home/apt,"2",,45.000000000000000,"15","45","75","345","0","0",,f,"1",1.370000000000000
480170061138,"61","3","27","31","5","33",480170061138,278.833982810000009,4477.012328949999755,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061139,"0","0","0","0","0","0",480170061139,484.989436947000002,10513.304537399997571,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061140,"87","2","35","41","6","41",480170061140,327.192189099000018,5740.304398139999648,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061141,"35","9","13","29","7","38",480170061141,365.486747631000014,7878.855708029999732,"409","954185",https://www.airbnb.com/rooms/954185,2021/12/17,A Renaissance Atmosphere ( Duomo ),"4762767",Fabrizio,2013/01/19,"Florence, Tuscany, Italy","2",Centro Storico,43.777549999999998,11.254030000000000,Entire home/apt,"5",2.000000000000000,120.000000000000000,"25","55","85","354","5","0",,t,"2",1.460000000000000
480170061144,"0","0","0","0","0","0",480170061144,431.558785012999977,10394.285225999998147,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061145,"257","17","102","137","12","141",480170061145,517.053122590000044,17151.321307999998680,"2277","9877672",https://www.airbnb.com/rooms/9877672,2021/12/17,Sui viali rinascimentali di Firenze,"21834400",Antonio,2014/09/27,"Florence, Tuscany, Italy","3",Campo di Marte,43.777169999999998,11.269480000000000,Private room,"2",1.000000000000000,33.000000000000000,"28","58","88","362","3","0",,f,"2",0.400000000000000
480170061146,"100","2","45","49","3","47",480170061146,331.497583045999988,6604.602144309999858,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061147,"17","0","9","9","1","15",480170061147,205.393509128999995,2343.397787509999944,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061148,"33","1","17","20","2","18",480170061148,239.681402638999998,3330.892771510000330,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061149,"479","42","167","234","54","256",480170061149,927.814343713999961,45951.241868899996916,"83","142420",https://www.airbnb.com/rooms/142420,2021/12/17,"Laura Loft , view of Duomo","4156491",Apartments Florence,2012/11/15,"Florence, Tuscany, Italy","189",Centro Storico,43.775770000000001,11.263769999999999,Entire home/apt,"4",1.000000000000000,165.000000000000000,"0","0","0","0","0","0",,t,"125",0.020000000000000
480170061150,"430","22","139","174","16","176",480170061150,873.583625563000055,36422.330576400010614,"8434","44102717",https://www.airbnb.com/rooms/44102717,2021/12/17,Bella!!! Stanza in appartamento grande e luminoso,"144151065",Karen,2017/08/03,"Florence, Tuscany, Italy","2",Isolotto Legnaia,43.777740000000001,11.194010000000000,Private room,"2",1.000000000000000,25.000000000000000,"28","58","88","363","0","0",,t,"2",
480170061151,"56","3","19","27","3","31",480170061151,356.777595741000027,5049.988740849999886,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061152,"68","0","8","9","0","0",480170061152,428.021880645000010,4429.132639810000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061153,"233","22","69","118","20","180",480170061153,727.013884374999975,28672.557283099999040,"4445","21274683",https://www.airbnb.com/rooms/21274683,2021/12/17,Nordic style central apartment,"27206149",Melania,2015/02/04,"Florence, Tuscany, Italy","9",Centro Storico,43.775559999999999,11.267630000000000,Entire home/apt,"2",1.000000000000000,64.000000000000000,"0","4","4","155","5","0",,f,"3",0.330000000000000
480170061154,"398","42","115","171","9","164",480170061154,658.134816686000022,23682.878858399999444,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061155,"0","0","0","0","0","0",480170061155,1009.985168369999997,36081.217917000001762,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061156,"56","4","20","26","0","0",480170061156,293.996446843000001,4371.432952340000156,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061157,"190","41","55","115","30","105",480170061157,492.125039331999972,13363.030034999999771,"328","753719",https://www.airbnb.com/rooms/753719,2021/12/17,SAN  MARCO BALCONY - CATHEDRAL VIEW,"3964723",Tiberio,2012/10/24,"Florence, Tuscany, Italy","2",Centro Storico,43.777630000000002,11.258649999999999,Entire home/apt,"4",2.000000000000000,166.000000000000000,"27","47","47","219","4","0",,f,"2",0.180000000000000
480170061158,"85","1","37","39","4","46",480170061158,449.320272860999978,11168.702429299999494,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061159,"165","15","62","83","5","81",480170061159,347.095134250000001,6472.803076080000210,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061160,"113","23","22","57","14","78",480170061160,818.030495356999950,31340.291551900001650,"38","68273",https://www.airbnb.com/rooms/68273,2021/12/17,Regal Apartment in 16th Century Florentine Palazzo,"338220",Allegra,2011/01/07,"Florence, Toscana, Italy","4",Centro Storico,43.779310000000002,11.258050000000001,Entire home/apt,"3",1.000000000000000,124.000000000000000,"0","0","0","76","6","0",,t,"1",0.300000000000000
480170061161,"320","23","122","165","6","179",480170061161,517.199339716000054,14504.100119599999744,"4824","22695368",https://www.airbnb.com/rooms/22695368,2021/12/17,Appartamento a Coverciano / Apartment,"6057239",Gianfranco,2013/04/23,"Florence, Tuscany, Italy","1",Campo di Marte,43.776209999999999,11.300879999999999,Entire home/apt,"3",1.000000000000000,30.000000000000000,"0","0","0","199","0","0",,t,"1",0.390000000000000
480170061162,"96","1","32","33","2","33",480170061162,485.326176996000015,10781.479427500000384,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061163,"74","3","29","32","4","32",480170061163,264.384884300000010,4430.640712420000455,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061164,"220","9","72","84","45","86",480170061164,1853.947768259999975,72597.572790299993358,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061165,"175","39","25","75","19","95",480170061165,928.194778381999981,50217.002935199998319,"657","1676402",https://www.airbnb.com/rooms/1676402,2021/12/17,Center city room/bathroom en suite,"8627044",Giuseppe,2013/09/04,"Florence, Tuscany, Italy","1",Centro Storico,43.775869999999998,11.241860000000001,Private room,"2",1.000000000000000,70.000000000000000,"0","0","0","0","0","0",,f,"1",0.950000000000000
480170061166,"172","5","66","76","26","83",480170061166,590.523114934999967,17208.921284600000945,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061167,"218","7","87","98","13","97",480170061167,674.266617563999944,25252.549992799999018,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061168,"34","0","13","13","1","14",480170061168,178.417945749000012,1441.184558449999940,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061169,"275","18","96","128","39","124",480170061169,477.334625248000009,14569.131735999999364,"1855","6928110",https://www.airbnb.com/rooms/6928110,2021/12/17,Confortevole  e luminoso appartamento residenziale,"36319501",Chiarella,2015/06/21,"Florence, Tuscany, Italy","1",Campo di Marte,43.776220000000002,11.292859999999999,Entire home/apt,"3",,50.000000000000000,"25","55","85","175","0","0",,f,"1",0.030000000000000
480170061170,"128","17","43","66","8","99",480170061170,377.154425659000026,8160.478685969999788,"1802","6680610",https://www.airbnb.com/rooms/6680610,2021/12/17,FLORENCE LOFT  NEAR DUOMO,"20265934",Paolo,2014/08/19,"Rome, Lazio, Italy","1",Centro Storico,43.777630000000002,11.253920000000001,Entire home/apt,"4",2.000000000000000,123.000000000000000,"22","52","82","215","1","0",,t,"1",1.470000000000000
480170061171,"11","0","7","8","6","9",480170061171,1390.059774650000236,59871.134189999997034,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061172,"229","10","83","107","16","95",480170061172,522.179665588000034,11326.966532200000074,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061173,"149","4","58","72","38","75",480170061173,518.183390856999949,10914.356520700001056,"4918","23181096",https://www.airbnb.com/rooms/23181096,2021/12/17,"Splendido appartamento ""Il Gelsomino""","19559897",Nicolò,2014/08/06,"Florence, Tuscany, Italy","1",Campo di Marte,43.777299999999997,11.290590000000000,Entire home/apt,"4",1.000000000000000,55.000000000000000,"0","0","0","75","0","0",,t,"1",0.680000000000000
480170061174,"589","51","215","275","8","277",480170061174,1142.921119840000074,70884.563493199995719,"587","1358804",https://www.airbnb.com/rooms/1358804,2021/12/17,NICE APARTMENT in FLORENCE (4 bedrooms + parking),"7375354",Mia,2013/07/09,"Florence, Tuscany, Italy","1",Isolotto Legnaia,43.778799999999997,11.198320000000001,Entire home/apt,"8",4.000000000000000,120.000000000000000,"25","55","85","358","4","0",,t,"1",1.470000000000000
480170061175,"33","0","14","14","1","14",480170061175,189.075779739000012,1860.151820119999911,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061176,"127","8","45","58","13","64",480170061176,390.631138905999990,9472.565905499999644,"2278","9878869",https://www.airbnb.com/rooms/9878869,2021/12/17,Comfort e comodità,"21834400",Antonio,2014/09/27,"Florence, Tuscany, Italy","3",Campo di Marte,43.776969999999999,11.271200000000000,Entire home/apt,"4",2.000000000000000,61.000000000000000,"26","56","86","361","0","0","3391552428",f,"2",0.530000000000000
480170061177,"256","50","75","135","32","333",480170061177,599.866064893000043,19584.828630999996676,"159","347076",https://www.airbnb.com/rooms/347076,2021/12/17,"""La Gare"", in the Heart of Florence","1759526",Andrea,2012/02/16,"Florence, Tuscany, Italy","1",Centro Storico,43.776609999999998,11.251020000000000,Entire home/apt,"5",2.000000000000000,119.000000000000000,"0","0","0","238","0","0",,t,"5",0.500000000000000
480170061178,"98","1","41","49","8","55",480170061178,351.711920276000001,7454.930713120000291,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061179,"306","9","107","139","20","154",480170061179,554.109638891000031,19477.057354199998372,"5925","29197407",https://www.airbnb.com/rooms/29197407,2021/12/17,SUN-FLOWER SUITE FIRENZE,"9192313",Federica,2013/10/02,"Florence, Tuscany, Italy","1",Campo di Marte,43.777509999999999,11.275570000000000,Private room,"5",1.000000000000000,80.000000000000000,"22","36","66","246","0","0",,f,"5",0.070000000000000
480170061180,"271","12","95","125","23","143",480170061180,509.088351654999997,15140.075529399999141,"662","1689559",https://www.airbnb.com/rooms/1689559,2021/12/17,Charming apt in Borgo Pinti - 4 pax,"4283511",Anna,2012/11/29,"Parma, Emilia-Romagna, Italy","2",Campo di Marte,43.777610000000003,11.272890000000000,Entire home/apt,"4",2.000000000000000,115.000000000000000,"0","0","0","260","0","0",,f,"1",0.040000000000000
480170061181,"49","0","18","19","6","19",480170061181,278.541746471000010,4728.532870820000426,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061182,"74","19","15","41","4","40",480170061182,367.607112861000019,6220.969006659999650,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061183,"134","35","26","63","6","68",480170061183,587.262437771000009,16823.386446600001364,"3953","18698310",https://www.airbnb.com/rooms/18698310,2021/12/17,Lory Bedroom Apartment,"72445924",Vasileios,2016/05/17,"Florence, Tuscany, Italy","2",Campo di Marte,43.777020000000000,11.296580000000001,Private room,"3",1.000000000000000,29.000000000000000,"1","1","1","1","4","0",,f,"2",1.960000000000000
480170061184,"0","0","0","0","0","0",480170061184,480.694266395999989,12428.731075199999395,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061185,"205","15","76","98","7","96",480170061185,647.820257717000118,16546.217711299999792,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061186,"112","17","24","50","17","101",480170061186,547.994760734000010,17276.731449300001259,"636","1558952",https://www.airbnb.com/rooms/1558952,2021/12/17,Federica's Suite with terrace,"8297815",Jacopo&Federica,2013/08/21,"Florence, Tuscany, Italy","4",Centro Storico,43.777839999999998,11.256800000000000,Entire home/apt,"3",1.000000000000000,100.000000000000000,"3","17","17","155","0","0",,f,"3",2.340000000000000
480170061187,"53","2","22","25","1","24",480170061187,218.800268356999993,3003.423625200000060,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061188,"0","0","0","0","0","0",480170061188,143.482385262999998,1184.711144560000093,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061189,"29","0","13","15","1","14",480170061189,265.363395063999974,2937.350729610000599,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061190,"12","1","5","6","0","0",480170061190,236.124386170999998,2129.821131239999886,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061191,"30","2","10","14","2","15",480170061191,258.473149550000016,3979.170328170000175,"1778","6593371",https://www.airbnb.com/rooms/6593371,2021/12/17,Un nido comodo in mezzo alla natura,"34493425",Elisa,2015/05/29,"Florence, Tuscany, Italy","1",Isolotto Legnaia,43.778750000000002,11.217779999999999,Entire home/apt,"4",2.000000000000000,70.000000000000000,"15","45","75","165","0","0",,f,"1",0.050000000000000
480170061193,"8","3","2","5","1","7",480170061193,532.842903471000000,6099.554209439999795,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061194,"134","35","8","49","6","55",480170061194,1053.485263889999942,47740.150823099997069,"1826","6802948",https://www.airbnb.com/rooms/6802948,2021/12/17,"B&B ""La Nannina"" Downtown C2","1759526",Andrea,2012/02/16,"Florence, Tuscany, Italy","1",Centro Storico,43.777070000000002,11.244529999999999,Private room,"2",1.000000000000000,92.000000000000000,"25","55","85","305","1","0",,t,"5",0.210000000000000
480170061195,"40","2","14","17","1","16",480170061195,171.314266196000005,1750.440359720000060,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061196,"90","1","5","8","7","10",480170061196,497.800963718999981,11745.368920900000376,"3640","17430702",https://www.airbnb.com/rooms/17430702,2021/12/17,"Cozy Flat in Florence, 4 bedrooms and parking","117302359",Maria,2017/02/20,"Florence, Tuscany, Italy","1",Isolotto Legnaia,43.779069999999997,11.195370000000000,Entire home/apt,"8",4.000000000000000,150.000000000000000,"28","58","88","362","0","0",,t,"1",0.120000000000000
480170061197,"162","9","64","77","4","79",480170061197,361.389591372999973,6384.190858629999639,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061198,"46","3","19","25","4","51",480170061198,450.469359440999995,10195.196383900000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061199,"15","0","4","6","4","11",480170061199,1125.312754179999956,64609.613436999999976,,,,,,,,,,,,,,,,,,,,,,,,,,,
