SEZ2011,P1,A46,A47,PF1,E3,E27,SEZ2011_2,Shape_Leng,Shape_Area,field_1,id,listing_ur,last_scrap,name,host_id,host_name,host_since,host_locat,host_total,neighbourh,latitude,longitude,room_type,accommodat,bedrooms,price,availabili,availabi_1,availabi_2,availabi_3,number_of_,number_o_1,license,instant_bo,calculated,reviews_pe
480170060125,"17","2","7","9","6","15",480170060125,888.760697662999974,35914.152649299998302,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060126,"130","5","53","64","15","80",480170060126,454.013560563999988,7282.659724889999779,"538","1257405",https://www.airbnb.com/rooms/1257405,2021/12/17,Apartment  up to 5 people  WIFI free,"6849367",Manuela,2013/06/11,"Florence, Tuscany, Italy","2",Gavinana Galluzzo,43.755980000000001,11.289310000000000,Entire home/apt,"5",2.000000000000000,52.000000000000000,"0","0","0","0","0","0",,f,"2",0.140000000000000
480170060127,"1113","41","416","494","83","485",480170060127,1873.340763039999956,119521.467623000004096,"445","1000706",https://www.airbnb.com/rooms/1000706,2021/12/17,Fix price close the river,"5502064",Laura,2013/03/17,"Florence, Tuscany, Italy","2",Gavinana Galluzzo,43.755360000000003,11.289389999999999,Private room,"1",1.000000000000000,28.000000000000000,"0","0","0","0","0","0",,f,"1",0.450000000000000
480170060128,"33","8","6","16","7","16",480170060128,230.841741453999987,3226.166476259999854,"5885","28912938",https://www.airbnb.com/rooms/28912938,2021/12/17,My Home,"202555416",Gabriella,2018/07/15,"Florence, Tuscany, Italy","1",Gavinana Galluzzo,43.756100000000004,11.292210000000001,Entire home/apt,"4",2.000000000000000,90.000000000000000,"0","0","16","106","0","0",,f,"1",0.460000000000000
480170060129,"42","1","14","20","2","18",480170060129,288.967236881000019,4273.237966689999666,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060130,"4","3","0","3","2","3",480170060130,342.337011909000012,6843.190775609999946,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060131,"92","2","28","37","23","37",480170060131,2965.661265639999783,192569.250208000012208,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060132,"41","2","9","16","23","31",480170060132,2594.201387959999920,206416.549946000013733,"664","1703483",https://www.airbnb.com/rooms/1703483,2021/12/17,Roof top Piazzale Michelangelo,"8993344",Costanza,2013/09/22,"Florence, Tuscany, Italy","2",Gavinana Galluzzo,43.753529999999998,11.257650000000000,Entire home/apt,"4",2.000000000000000,170.000000000000000,"0","0","0","48","0","0",,f,"2",0.260000000000000
480170060133,"91","3","39","43","7","48",480170060133,261.394139177000000,4359.559361270000409,"8522","44663358",https://www.airbnb.com/rooms/44663358,2021/12/17,Appartamento Firenze,"296259168",S,2019/09/19,"Carrara, Tuscany, Italy","0",Gavinana Galluzzo,43.755960000000002,11.287910000000000,Entire home/apt,"3",1.000000000000000,50.000000000000000,"0","0","0","0","0","0",,f,"1",0.060000000000000
480170060134,"77","1","14","18","18","31",480170060134,731.660461733000034,26924.749768300000142,"2457","11130627",https://www.airbnb.com/rooms/11130627,2021/12/17,House beautiful gardens Pool  A/C,"57842874",Dudi Alberta,2016/02/08,"Florence, Tuscany, Italy","1",Centro Storico,43.756509999999999,11.244220000000000,Entire home/apt,"3",1.000000000000000,100.000000000000000,"0","0","0","138","0","0",,f,"1",0.080000000000000
480170060135,"118","6","49","58","4","46",480170060135,377.193827684999974,6915.229911579999680,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060136,"127","3","51","59","5","69",480170060136,555.539278337000042,18152.135175399998843,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060137,"14","0","4","7","4","5",480170060137,700.960252993000040,27668.768516500000260,"9936","52729374",https://www.airbnb.com/rooms/52729374,2021/12/17,Appartamento incantevole,"418845271",Lara,2021/08/17,"Prato, Tuscany, Italy","0",Centro Storico,43.755620000000000,11.251709999999999,Entire home/apt,"4",1.000000000000000,94.000000000000000,"23","53","83","353","1","0",,f,"1",0.640000000000000
480170060138,"11","0","4","4","1","4",480170060138,333.229070268999976,7071.481975659999989,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060139,"286","26","100","140","16","132",480170060139,1422.459034539999948,36433.089236799998616,"7775","40423308",https://www.airbnb.com/rooms/40423308,2021/12/17,Boboli Poggio Imperiale in charming villa,"103801635",Cinzia,2016/11/15,"Florence, Tuscany, Italy","1",Gavinana Galluzzo,43.755870000000002,11.243930000000001,Entire home/apt,"2",1.000000000000000,350.000000000000000,"28","58","88","178","0","0",,t,"4",
480170060140,"389","31","121","178","80","163",480170060140,2771.590138830000342,255608.139748999994481,"245","531903",https://www.airbnb.com/rooms/531903,2021/12/17,LOFT S. DAMIANO - Large Studio in residential area,"2377476",Clara E Carlo,2012/05/15,"Florence, Toscana, Italy","14",Gavinana Galluzzo,43.752369999999999,11.237980000000000,Entire home/apt,"2",1.000000000000000,80.000000000000000,"15","45","75","350","0","0",,f,"14",
480170060141,"164","8","68","79","12","86",480170060141,417.289471748999972,9349.417080899998837,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060142,"115","7","37","56","36","75",480170060142,2178.680501490000097,156985.175467999972170,"471","1063025",https://www.airbnb.com/rooms/1063025,2021/12/17,"B&B Fior di Gelsomino ""Vecchia Cartoleria""","5851277",Beatrice,2013/04/09,"Florence, Tuscany, Italy","2",Gavinana Galluzzo,43.753639999999997,11.242870000000000,Private room,"3",1.000000000000000,90.000000000000000,"0","0","0","230","0","0",,f,"2",0.220000000000000
480170060143,"231","24","82","114","15","141",480170060143,704.468423669000117,17201.953567600001406,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060144,"67","6","27","38","5","46",480170060144,408.616577084000028,8534.374891280000156,"3467","16523226",https://www.airbnb.com/rooms/16523226,2021/12/17,Appartamento centrale.immerso nel.verde,"108653697",Antonio,2016/12/27,IT,"3",Gavinana Galluzzo,43.756650000000000,11.293310000000000,Private room,"2",1.000000000000000,50.000000000000000,"0","0","0","0","0","0",,f,"4",0.180000000000000
480170060145,"25","4","5","11","5","11",480170060145,775.050244412999973,37234.374214000010397,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060146,"0","0","0","0","1","6",480170060146,549.278002944000036,16505.836482300001080,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060147,"11","0","2","4","2","3",480170060147,478.773032281999974,11956.623999900000854,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060148,"112","44","6","52","5","79",480170060148,2196.827631820000079,161203.424965000012890,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060149,"31","4","10","14","9","32",480170060149,485.572888135000028,9330.612661580002168,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060150,"202","9","75","89","3","93",480170060150,548.112588533000007,13744.118490299999394,"2694","12402380",https://www.airbnb.com/rooms/12402380,2021/12/17,Large bright room w/terrace,"53943253",Viola,2016/01/09,"Florence, Tuscany, Italy","26",Gavinana Galluzzo,43.756670000000000,11.294779999999999,Private room,"3",1.000000000000000,35.000000000000000,"0","0","0","51","0","0",,f,"1",1.910000000000000
480170060151,"126","2","55","61","1","59",480170060151,567.222297210999955,17569.874643200000719,"3279","15558036",https://www.airbnb.com/rooms/15558036,2021/12/17,Ripa's cozy studio (Firenze sud),"13810879",Chiara,2014/04/02,"Florence, Tuscany, Italy","2",Gavinana Galluzzo,43.757050000000000,11.297850000000000,Entire home/apt,"2",1.000000000000000,35.000000000000000,"0","0","12","12","6","0",,f,"2",1.990000000000000
480170060152,"382","24","146","193","49","188",480170060152,2079.140547770000012,125567.902518999995664,"75","132955",https://www.airbnb.com/rooms/132955,2021/12/17,Il MelogranoFelice center Florence,"653025",Alessandro,2011/06/01,"Florence, Tuscany, Italy","2",Centro Storico,43.760350000000003,11.240440000000000,Private room,"2",1.000000000000000,31.000000000000000,"14","37","37","217","0","0",,f,"1",0.350000000000000
480170060153,"63","11","19","33","7","40",480170060153,670.940621429999965,17416.793799200000649,"4080","19279578",https://www.airbnb.com/rooms/19279578,2021/12/17,Senese 2b near PORTA ROMANA,"4156491",Apartments Florence,2012/11/15,"Florence, Tuscany, Italy","189",Centro Storico,43.757869999999997,11.240780000000001,Entire home/apt,"4",2.000000000000000,199.000000000000000,"0","0","0","0","0","0",,t,"125",
480170060154,"117","12","31","52","24","52",480170060154,1864.090819109999984,141712.297676999995019,"5065","23780885",https://www.airbnb.com/rooms/23780885,2021/12/17,Machiavelli Open Space Apartment by Firenze Prestige,"173326866",Nicolò,2018/02/14,IT,"15",Centro Storico,43.755809999999997,11.250209999999999,Entire home/apt,"4",1.000000000000000,163.000000000000000,"29","59","89","287","2","1",,t,"13",0.670000000000000
480170060155,"61","2","28","34","2","39",480170060155,333.406281696000008,6386.745941490001314,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060156,"29","5","5","13","9","17",480170060156,1310.536151969999764,30643.850557300000219,"550","1281196",https://www.airbnb.com/rooms/1281196,2021/12/17,La casina di Bellosguardo,"5014281",Edoardo,2013/02/08,"Florence, Tuscany, Italy","2",Centro Storico,43.760550000000002,11.231900000000000,Entire home/apt,"3",1.000000000000000,65.000000000000000,"0","0","0","199","1","0",,t,"2",0.260000000000000
480170060157,"151","9","44","61","21","69",480170060157,2277.788815779999823,115094.705447999993339,"1322","4641488",https://www.airbnb.com/rooms/4641488,2021/12/17,"Il Melograno, Florence hills & pool & olive oil","24031659",Beniamino,2014/11/22,"Florence, Tuscany, Italy","1",Gavinana Galluzzo,43.752170000000000,11.230180000000001,Entire home/apt,"4",2.000000000000000,98.000000000000000,"0","14","44","121","10","1",,f,"1",1.130000000000000
480170060158,"143","15","50","73","23","98",480170060158,745.436311648000014,19124.846273700000893,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060159,"216","25","62","101","10","102",480170060159,566.975725190000048,19050.665941199997178,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060160,"32","4","6","13","10","17",480170060160,600.067841294999880,20343.038413199999923,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060161,"216","18","60","94","68","98",480170060161,3740.896087789999910,261919.535155999998096,"1643","5996553",https://www.airbnb.com/rooms/5996553,2021/12/17,appartament close to center florenc,"8993344",Costanza,2013/09/22,"Florence, Tuscany, Italy","2",Gavinana Galluzzo,43.753590000000003,11.267180000000000,Entire home/apt,"2",1.000000000000000,80.000000000000000,"23","53","83","83","1","0",,f,"2",0.470000000000000
480170060162,"976","89","311","433","92","445",480170060162,4732.854592609999600,288674.069014000007883,"297","674971",https://www.airbnb.com/rooms/674971,2021/12/17,"Florence villa,Tuscan Estate,shared Pool,Parking","3428494",Ginevra,2012/08/31,"Florence, Tuscany, Italy","6",Gavinana Galluzzo,43.755890000000001,11.278770000000000,Entire home/apt,"10",5.000000000000000,736.000000000000000,"27","57","87","115","3","1",,t,"6",0.360000000000000
480170060163,"59","0","18","25","8","34",480170060163,741.004948450000029,20464.030503400001180,"3534","16906737",https://www.airbnb.com/rooms/16906737,2021/12/17,Boboli Garden quiet apartment Florence Jardins,"112860924",Rocco,2017/01/23,IT,"1",Centro Storico,43.758830000000003,11.240480000000000,Entire home/apt,"5",2.000000000000000,75.000000000000000,"0","1","2","3","0","0",,t,"1",0.830000000000000
480170060164,"229","11","91","109","5","113",480170060164,450.115970818999983,12763.921440999998595,"6486","32657484",https://www.airbnb.com/rooms/32657484,2021/12/17,Family Room Italian Style in Florence Tuscany,"245331078",Italiana'S Room Florence,2019/02/25,IT,"2",Gavinana Galluzzo,43.757980000000003,11.297440000000000,Private room,"4",1.000000000000000,129.000000000000000,"0","0","0","0","0","0",,t,"2",0.030000000000000
480170060165,"152","9","40","66","45","87",480170060165,5842.327885570000035,1183910.919090000214055,"1957","7498145",https://www.airbnb.com/rooms/7498145,2021/12/17,"Amazing tuscan villa, with private pool, FLORENCE","1215999",Giovannella,2011/09/27,"Florence, Tuscany, Italy","3",Gavinana Galluzzo,43.749440000000000,11.219860000000001,Entire home/apt,"8",4.000000000000000,432.000000000000000,"0","12","42","246","5","0",,f,"2",0.460000000000000
480170060166,"159","11","58","71","4","79",480170060166,477.608178491999979,10139.217600600000878,"3466","16523124",https://www.airbnb.com/rooms/16523124,2021/12/17,Centrale con giardino immerso nel verde,"108653697",Antonio,2016/12/27,IT,"3",Gavinana Galluzzo,43.756909999999998,11.293440000000000,Private room,"2",2.000000000000000,200.000000000000000,"0","0","0","0","0","0",,f,"4",
480170060167,"33","2","9","15","14","30",480170060167,1034.091491509999969,49924.791847799999232,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060168,"0","0","0","0","0","0",480170060168,448.345501388999992,12979.531280100000004,"10258","53820479",https://www.airbnb.com/rooms/53820479,2021/12/17,FLORENCE ★★★★★ LUXURY AND RELAX IN CHIANTI,"395394240",Sofia,2021/04/03,"Fano, Marche, Italy","7",Gavinana Galluzzo,43.757480000000001,11.298190000000000,Entire home/apt,"11",5.000000000000000,2480.000000000000000,"24","54","84","343","0","0",,t,"1",
480170060169,"4","0","1","2","1","2",480170060169,689.298528708000049,29438.819524800001091,"1160","3920826",https://www.airbnb.com/rooms/3920826,2021/12/17,camera tripla  con bagno e giardino,"3356476",Cinzia,2012/08/24,"Florence, Tuscany, Italy","8",Gavinana Galluzzo,43.757530000000003,11.303800000000001,Private room,"3",1.000000000000000,79.000000000000000,"20","50","80","355","1","0",,f,"3",0.040000000000000
480170060170,"36","1","14","16","3","16",480170060170,300.330025969000019,4974.141004719999728,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060171,"128","14","48","65","21","76",480170060171,593.834370408000041,16919.508625700000266,"238","523048",https://www.airbnb.com/rooms/523048,2021/12/17,MARIA - Apartment facing large terrace,"2377476",Clara E Carlo,2012/05/15,"Florence, Toscana, Italy","14",Centro Storico,43.759320000000002,11.242150000000001,Entire home/apt,"4",1.000000000000000,90.000000000000000,"26","56","86","361","0","0",,f,"14",
480170060172,"219","6","90","109","5","108",480170060172,416.380233915000019,10991.235905300000013,"9791","52185571",https://www.airbnb.com/rooms/52185571,2021/12/17,casa relax,"422442515",M.Reza,2021/09/10,IT,"0",Gavinana Galluzzo,43.758299999999998,11.295930000000000,Entire home/apt,"3",1.000000000000000,43.000000000000000,"7","20","41","314","3","0",,f,"1",1.050000000000000
480170060173,"28","1","9","11","1","11",480170060173,258.207885767999983,3022.903398620000189,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060174,"3","0","2","3","2","8",480170060174,606.183176883999977,22522.304347100001905,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060175,"411","25","155","199","16","239",480170060175,917.394908243000032,46905.874478299992916,"554","1290013",https://www.airbnb.com/rooms/1290013,2021/12/17,holiday apartment and B&B Florence,"3356476",Cinzia,2012/08/24,"Florence, Tuscany, Italy","8",Gavinana Galluzzo,43.756970000000003,11.292430000000000,Entire home/apt,"4",2.000000000000000,99.000000000000000,"15","45","75","350","0","0",,f,"3",0.270000000000000
480170060176,"206","17","69","99","24","77",480170060176,524.914358903999982,16288.192740000000413,"1739","6406580",https://www.airbnb.com/rooms/6406580,2021/12/17,Firenze comoda comoda!,"33414607",Patrizia,2015/05/15,"Florence, Tuscany, Italy","1",Gavinana Galluzzo,43.757910000000003,11.285959999999999,Entire home/apt,"4",1.000000000000000,50.000000000000000,"0","0","0","0","0","0",,f,"1",
480170060177,"139","19","44","67","6","61",480170060177,761.358501050999962,35756.421537200010789,"1836","6826274",https://www.airbnb.com/rooms/6826274,2021/12/17,Double room 10 min. to the center.,"35757269",Primetta,2015/06/14,"Florence, Tuscany, Italy","1",Gavinana Galluzzo,43.758420000000001,11.289320000000000,Private room,"2",1.000000000000000,40.000000000000000,"6","36","66","341","0","0",,f,"1",0.780000000000000
480170060178,"36","10","4","17","5","19",480170060178,894.806557027000053,39548.662053100000776,"612","1481584",https://www.airbnb.com/rooms/1481584,2021/12/17,"Firenze, Giardini di Boboli, Garage","7906880",Maurizio,2013/08/03,"Rome, Lazio, Italy","4",Centro Storico,43.759129999999999,11.249969999999999,Entire home/apt,"4",1.000000000000000,124.000000000000000,"0","0","0","215","0","0",,f,"1",0.020000000000000
480170060179,"222","7","100","115","4","121",480170060179,475.126651297000024,12644.865967800000362,"6484","32631928",https://www.airbnb.com/rooms/32631928,2021/12/17,Stylish Room in Florence Tuscany,"245331078",Italiana'S Room Florence,2019/02/25,IT,"2",Gavinana Galluzzo,43.758569999999999,11.297890000000001,Private room,"2",1.000000000000000,99.000000000000000,"0","0","0","0","0","0",,t,"2",0.120000000000000
480170060180,"17","0","8","9","7","10",480170060180,275.937290738999991,3637.826367069999833,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060181,"14","3","1","6","5","70",480170060181,998.625975788000005,59215.993941499997163,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170060182,"286","38","92","141","22","140",480170060182,634.193934747999947,13200.898950300001161,"614","1490364",https://www.airbnb.com/rooms/1490364,2021/12/17,PICCOLO PAPA - Charming flat in a 1860's Villa,"2377476",Clara E Carlo,2012/05/15,"Florence, Toscana, Italy","14",Centro Storico,43.759500000000003,11.242089999999999,Entire home/apt,"3",1.000000000000000,75.000000000000000,"27","57","87","362","0","0",,f,"14",0.020000000000000
480170060183,"65","2","17","24","14","30",480170060183,2470.537051339999834,229147.684673999989172,"2017","7754129",https://www.airbnb.com/rooms/7754129,2021/12/17,Hotel with pool in Florence,"40769134",Gianluca,2015/08/07,"Florence, Tuscany, Italy","1",Gavinana Galluzzo,43.759000000000000,11.227410000000001,Private room,"2",1.000000000000000,224.000000000000000,"29","59","89","364","0","0",,f,"1",0.060000000000000
