host_id,AGG_COUNT,host_total_listings_count,effected_by_policy_1,effected_by_policy_2,effected_by_policy_3,bedrooms,accommodates
"47242384","4","28","4","4","4","6","21"
"47330113","1","3","1","1","1","3","7"
"4735662","1","0","1","1","0","2","5"
"47368508","1","1","1","1","0","1","2"
"47394918","1","1","1","1","0","2","6"
"47400360","1","1","1","1","0","1","3"
"47439569","2","4","2","0","0","2","4"
"47446945","1","1","1","1","0","1","4"
"47457474","1","1","1","1","0","1","4"
"4746480","1","1","1","1","0","2","3"
"47473899","1","2","1","1","0","1","4"
"47538106","1","1","1","0","0","2","3"
"47611993","2","4","2","0","0","2","4"
"4762267","1","1","1","1","0","1","6"
"47625374","1","1","1","1","0","2","6"
"4762767","2","4","2","2","0","4","10"
"47655975","2","4","2","2","0","3","6"
"47689602","1","1","1","0","0","1","3"
"47702915","2","6","0","2","2","2","8"
"477055","1","1","1","1","0","3","8"
"47729659","1","2","1","0","0","1","2"
"47755526","1","1","1","1","0","3","6"
"4779308","2","4","2","2","0","2","5"
"47816872","1","1","1","1","0","0","2"
"4782087","3","9","2","1","3","8","16"
"47821489","2","0","2","2","0","5","10"
"47835620","1","1","1","1","0","1","4"
"478796","3","9","3","0","3","3","6"
"47991063","2","2","2","2","0","2","4"
"48040174","1","3","1","1","1","3","5"
"4808129","1","1","1","1","0","1","4"
"48130678","1","4","1","1","1","1","5"
"48131943","3","12","3","1","3","3","11"
"48133442","1","2","1","1","0","1","4"
"48147636","1","2","1","1","0","5","8"
"48151643","2","4","2","2","0","2","8"
"48152134","5","40","5","0","5","7","21"
"4815320","2","4","2","2","0","2","9"
"4818396","2","4","2","2","0","4","12"
"48300731","2","4","2","1","0","4","9"
"48325841","1","1","1","1","0","2","3"
"4839217","4","12","4","1","4","7","14"
"4839597","1","3","1","1","1","1","2"
"4842606","2","6","2","2","2","2","8"
"48494090","1","1","1","1","0","1","4"
"4850782","1","1","1","1","0","3","3"
"4856062","2","4","2","1","0","2","4"
"48700158","1","2","1","1","0","1","2"
"48753194","1","1","1","1","0","1","4"
"4878667","1","2","1","1","0","2","5"
"4879948","4","16","4","4","4","11","22"
"4881769","1","2","1","1","0","1","2"
"488317","32","1120","0","32","32","43","97"
"48889791","1","1","0","1","0","1","3"
"4892099","1","6","1","0","1","1","2"
"48934282","1","1","1","1","0","3","6"
"48946751","1","1","1","0","0","1","2"
"4895204","2","6","2","2","2","1","4"
"4895399","1","0","1","1","0","1","4"
"49037008","1","1","1","0","0","1","2"
"4903796","1","1","1","1","0","2","4"
"4907367","1","1","1","1","0","2","6"
"490856","1","1","1","1","0","1","1"
"49087149","1","1","1","1","0","2","5"
"49093598","1","1","1","1","0","1","3"
"4909556","1","4","1","1","1","1","2"
"49153058","1","1","1","1","0","1","3"
"49204897","1","2","1","1","0","1","3"
"49230867","4","16","3","1","4","6","13"
"49240040","1","2","1","1","0","1","2"
"4925576","1","5","1","0","1","1","2"
"49256574","1","1","1","1","0","2","6"
"4929919","2","12","2","2","2","4","11"
"49311745","1","0","1","1","0","3","7"
"49326303","3","36","3","3","3","3","8"
"49332610","2","4","2","2","0","2","6"
"49425092","1","3","1","1","1","4","8"
"49460340","1","1","1","1","0","1","4"
"49496121","2","8","2","2","2","4","10"
"49523020","3","18","3","0","3","3","6"
"4953854","1","3","1","0","1","1","1"
"49556678","2","4","2","2","0","5","9"
"4974055","2","4","2","2","0","6","13"
"49788334","1","1","1","1","0","1","5"
"49797720","8","64","8","1","8","10","31"
"49812442","8","264","8","3","8","29","50"
"49817905","1","1","1","1","0","2","4"
"49929218","1","1","0","1","0","1","4"
"49990482","1","2","1","1","0","1","4"
"4999195","1","1","1","1","0","2","4"
"49992579","3","9","3","3","3","7","14"
"50038589","1","1","1","1","0","2","4"
"50079551","1","1","1","0","0","1","2"
"50101286","2","4","2","2","0","2","7"
"50121085","2","4","2","0","0","2","5"
"5012353","3","9","3","3","3","6","15"
"50131043","2","4","2","2","0","2","8"
"5013377","1","2","1","1","0","3","4"
"5014281","2","4","2","2","0","2","6"
"50149700","1","0","1","0","0","1","2"
"5015780","1","1","1","1","0","1","2"
"5018558","1","1","1","1","0","1","2"
"5022924","5","15","5","5","5","12","28"
"5033794","5","25","5","5","5","14","41"
"50346928","1","1","1","1","0","2","5"
"50376914","1","1","1","0","0","1","2"
"50440059","1","1","1","1","0","2","4"
"5047190","2","8","2","2","2","2","7"
"50501429","1","2","1","1","0","2","4"
"5051663","2","4","2","2","0","4","8"
"50522857","1","2","1","1","0","1","2"
"5056370","1","1","1","1","0","1","3"
"5057282","1","5","1","1","1","0","3"
"50608086","1","0","1","1","0","1","4"
"506219","2","12","2","1","2","3","7"
"5064354","2","4","2","0","0","2","5"
"50661894","1","1","1","1","0","2","4"
"507281","2","4","2","0","0","2","4"
"50732006","1","1","1","0","0","1","1"
"50808479","1","1","1","1","0","0","2"
"5084788","2","4","2","2","0","4","10"
"50889259","2","4","2","0","0","2","5"
"50896978","1","0","1","1","0","1","4"
"50902629","2","4","2","2","0","3","10"
"5095014","2","4","2","2","0","2","6"
"5096854","2","2","2","0","0","2","3"
"510205","1","2","1","1","0","1","4"
"5104015","8","72","8","4","8","13","38"
"51137316","1","1","1","1","0","1","2"
"51152836","1","1","1","1","0","1","4"
"511621","2","6","2","1","2","9","18"
"51217600","1","0","1","1","0","2","5"
"51323749","4","16","4","0","4","4","7"
"51354492","2","4","2","1","0","2","6"
"51392793","1","1","1","1","0","1","4"
"51417890","4","12","4","2","4","4","8"
"51435804","2","0","1","1","0","2","6"
"51479747","1","8","1","0","1","1","2"
"51507684","1","2","1","0","0","1","2"
"51507984","5","35","0","5","5","8","19"
"51512037","15","420","15","3","15","15","23"
"51545649","2","8","2","2","2","6","15"
"51561154","6","24","6","6","6","12","27"
"51587760","3","6","3","3","0","4","14"
"51589408","3","9","3","0","3","3","4"
"51597345","1","3","1","0","1","2","5"
"5161245","1","7","1","1","1","2","7"
"51647950","9","63","9","9","9","13","39"
"51651037","3","6","3","3","0","4","8"
"51726316","1","1","1","1","0","1","3"
"51744369","1","1","1","1","0","1","3"
"51744648","1","2","1","1","0","1","2"
"51750509","1","1","1","1","0","1","4"
"5183390","1","1","1","1","0","1","4"
"51847549","1","0","0","1","0","1","4"
"51881984","1","3","1","1","1","0","2"
"51922457","1","2","1","1","0","1","2"
"5192959","2","4","2","2","0","5","15"
"51930923","1","1","1","1","0","3","6"
"51934949","1","2","1","1","0","1","2"
"51946734","1","4","1","1","1","1","4"
"52010966","1","2","0","1","0","2","4"
"5203427","1","4","1","1","1","3","5"
"520878","1","1","1","0","0","1","2"
"52149508","1","3","1","1","1","1","4"
"52160809","5","10","5","5","0","7","20"
"52207235","1","1","1","1","0","3","4"
"5220971","1","1","1","1","0","1","4"
"52223698","1","1","1","1","0","1","2"
"52240958","2","4","2","0","0","2","4"
"5228552","26","832","26","26","26","41","100"
"52311926","2","4","2","0","0","2","5"
"5233183","3","9","3","3","3","5","19"
"5233808","1","2","1","0","0","1","2"
"52390157","1","0","1","1","0","1","4"
"52490873","1","1","1","1","0","3","7"
"52494952","2","6","0","2","2","3","7"
"5250966","1","0","1","1","0","1","5"
"525133","1","2","1","0","0","1","2"
"5256763","3","3","3","3","0","3","6"
"525814","1","1","1","0","0","1","2"
"5263968","1","1","1","1","0","1","3"
"5267644","1","1","1","1","0","2","7"
"5272126","13","117","13","10","13","17","38"
"52743721","3","9","3","0","3","2","5"
"52805468","2","4","2","2","0","6","12"
"52840185","5","25","5","0","5","5","10"
"52911640","1","2","1","1","0","2","6"
"529868","1","1","1","1","0","2","4"
"5301752","4","16","4","1","4","6","12"
"53042336","1","1","1","1","0","1","2"
"5313431","3","9","3","3","3","4","14"
"53276606","1","1","1","0","0","1","1"
"5329807","1","2","1","1","0","2","4"
"53395940","1","1","1","1","0","1","2"
"53401026","1","1","1","1","0","2","2"
"53450648","2","10","2","1","2","3","7"
"53476012","1","1","1","0","0","1","2"
"53513471","1","1","1","1","0","2","4"
"5359682","1","1","1","1","0","1","2"
"53610951","2","4","2","2","0","3","8"
"5363158","1","0","1","1","0","1","3"
"53664817","2","2","2","2","0","3","7"
"53669829","1","30","1","1","1","5","11"
"53692726","1","1","1","1","0","0","1"
"5372498","1","1","1","1","0","1","2"
"53788193","1","1","1","1","0","2","5"
"53823286","1","1","1","1","0","1","3"
"5389343","1","2","1","1","0","3","7"
"53943253","1","26","1","0","1","1","3"
"5399820","1","3","1","0","1","2","2"
"54088771","1","1","1","1","0","2","6"
"5412484","1","1","1","1","0","1","4"
"54198375","1","1","1","1","0","2","4"
"5420033","1","2","1","1","0","3","6"
"5430082","7","49","7","4","7","7","21"
"54308039","1","2","1","1","0","4","10"
"5442395","1","1","1","1","0","2","4"
"54459913","2","6","2","0","2","2","4"
"54485943","3","15","3","0","3","3","8"
"54528435","1","1","1","1","0","3","6"
"54584582","2","2","2","2","0","3","6"
"54590494","1","3","1","1","1","1","3"
"5459585","1","1","1","1","0","0","2"
"5464645","2","8","2","2","2","2","4"
"54657491","2","4","2","2","0","3","7"
"5471208","5","35","5","5","5","9","28"
"5488837","1","1","1","1","0","1","2"
"5499696","1","1","1","0","0","1","1"
"5502064","1","2","1","0","0","1","1"
"55076712","1","2","1","1","0","1","4"
"55087342","1","1","1","1","0","2","3"
"5516284","2","18","2","2","2","5","13"
"5518860","2","4","2","2","0","2","6"
"55233666","1","1","1","1","0","4","8"
"55265330","2","2","2","2","0","4","8"
"55277297","2","8","2","2","2","7","12"
"5529078","4","24","4","4","4","9","28"
"55320172","1","1","1","1","0","1","4"
"55369432","1","2","1","1","0","1","2"
"55375126","1","1","1","1","0","1","4"
"55389070","3","9","3","3","3","4","14"
"55393681","1","1","1","1","0","1","4"
"554856","1","1","1","1","0","1","4"
"55512351","2","4","2","1","0","1","5"
"55534593","2","4","2","2","0","3","8"
"55535228","1","1","1","1","0","1","4"
"5557466","1","2","1","0","0","1","2"
"55580090","1","1","1","1","0","1","2"
"5560227","1","0","1","1","0","1","3"
"5560586","3","9","3","3","3","5","12"
"55650053","2","4","2","2","0","3","8"
"5572398","14","196","14","14","14","12","56"
"55748497","1","2","1","1","0","1","4"
"5582451","3","9","3","3","3","4","9"
"55864266","2","4","2","2","0","2","4"
"55910661","1","1","1","0","0","1","2"
"55910927","1","1","1","1","0","1","2"
"55921052","1","1","1","1","0","1","4"
"56041438","1","1","1","0","0","1","2"
"56057572","2","4","0","2","0","4","7"
"56074591","1","3","1","1","1","4","6"
"56074740","1","1","1","1","0","1","4"
"56103314","5","0","5","0","0","5","10"
"56164320","1","0","1","1","0","2","5"
"56250774","2","4","2","2","0","2","8"
"5632086","1","1","1","1","0","2","3"
"56328620","1","1","1","0","0","1","2"
"56358353","1","1","1","0","0","1","2"
"5639500","1","2","1","0","0","1","2"
"56443527","3","9","3","3","3","6","13"
"564660","1","2","1","0","0","1","2"
"5647613","1","2","1","1","0","0","4"
"56495180","3","12","3","3","3","5","12"
"56497637","3","9","3","3","3","5","9"
"56560031","1","1","1","1","0","1","2"
"56587382","1","0","1","1","0","1","4"
"56614125","1","1","1","1","0","3","7"
"5662710","1","3","1","1","1","2","6"
"56723289","1","1","1","0","0","1","2"
"5679961","1","2","1","1","0","1","2"
"56811562","1","1","1","1","0","1","4"
"56854581","1","1","1","1","0","1","4"
"56934269","1","1","1","1","0","2","5"
"5700221","45","2115","45","45","45","81","202"
"57031755","2","0","2","2","0","4","8"
"57123011","2","4","2","2","0","2","6"
"57168498","1","5","1","1","1","2","4"
"57219248","5","25","1","5","5","4","14"
"5722227","1","1","1","1","0","2","4"
"57314257","1","0","0","0","0","1","2"
"5734525","1","3","1","1","1","2","7"
"57376652","1","1","1","0","0","1","2"
"5745690","1","2","1","0","0","1","2"
"5747921","1","2","1","1","0","1","2"
"5750054","2","4","2","2","0","2","5"
"57543373","1","1","1","1","0","1","4"
"575824","2","4","2","1","0","3","8"
"57601757","4","16","4","4","4","8","16"
"57612902","1","2","1","1","0","1","4"
"57628328","1","2","1","0","0","1","2"
"57640369","2","4","2","2","0","2","8"
"57664739","1","1","1","1","0","1","6"
"57687716","1","1","1","1","0","2","6"
"57736164","1","2","1","1","0","2","3"
"57751645","1","0","1","1","0","1","2"
"5780346","1","4","1","0","1","1","1"
"5781787","1","2","1","1","0","2","4"
"57838176","1","1","1","1","0","1","4"
"57842874","1","1","1","1","0","1","3"
"57872976","2","6","2","2","2","3","12"
"57895261","1","1","1","0","0","1","2"
"58010576","1","2","1","1","0","3","7"
"58017279","1","2","1","1","0","1","5"
"5806345","1","0","1","1","0","1","4"
"58164414","1","1","1","1","0","1","4"
"58166286","1","1","1","0","0","1","3"
"58170461","4","16","3","4","4","6","14"
"58305907","1","1","1","1","0","1","3"
"5844910","1","1","1","1","0","0","3"
"5845679","3","9","3","3","3","4","13"
"5851277","2","4","2","0","0","2","5"
"58512979","1","1","1","1","0","2","3"
"58513755","1","2","1","1","0","3","4"
"5858328","2","4","2","2","0","3","6"
"5868809","1","1","1","1","0","1","4"
"5873948","1","1","1","1","0","3","7"
"58760181","1","2","1","1","0","1","3"
"5877295","1","2","1","0","0","1","2"
"58776111","1","1","1","1","0","2","4"
"58827701","2","0","2","1","0","3","6"
"5883201","3","21","3","3","3","3","6"
"58848400","2","4","2","0","0","2","6"
"58958758","3","57","3","3","3","3","8"
"5897575","1","0","1","1","0","1","4"
"591031","1","2","1","1","0","0","2"
"59120466","4","16","4","0","4","4","11"
"59163895","1","1","1","1","0","1","4"
"5921942","11","121","11","11","11","18","41"
"5922972","3","12","3","3","3","6","16"
"5925448","1","1","1","1","0","2","5"
"59344169","1","0","1","0","0","1","1"
"59369712","5","25","5","5","5","9","34"
"5938357","1","1","1","1","0","3","5"
"5940900","1","1","1","1","0","1","3"
"5947533","1","1","1","1","0","1","2"
"5965746","1","4","1","1","1","1","3"
"5967101","2","10","2","2","2","2","6"
"59689037","1","1","1","1","0","1","4"
"59710956","1","1","1","1","0","1","4"
"59746440","1","1","0","1","0","0","2"
"59804605","1","3","1","1","1","0","4"
"5982972","1","1","1","1","0","1","2"
"59849079","1","1","1","1","0","0","2"
"59881535","1","1","1","1","0","1","3"
"59905469","1","1","1","1","0","1","2"
"59921131","1","4","1","1","1","1","4"
"5996955","1","1","1","1","0","2","4"
"6000414","3","12","3","0","3","4","7"
"60067505","1","1","1","1","0","2","5"
"6007497","2","4","2","2","0","5","12"
"60123476","2","0","2","2","0","5","8"
"60169921","2","4","2","2","0","2","7"
"60194956","1","2","1","1","0","1","2"
"60207968","1","1","1","1","0","2","5"
"60343291","1","1","1","1","0","1","2"
"60485232","1","4","1","1","1","2","6"
"604860","1","1","1","0","0","1","2"
"60494663","1","1","1","1","0","2","4"
"60511162","1","1","0","1","0","1","2"
"6053366","1","1","1","1","0","2","5"
"6057239","1","1","1","1","0","1","3"
"60587139","1","1","1","1","0","2","6"
"60603639","1","1","1","1","0","1","2"
"60649528","1","2","1","1","0","1","5"
"606824","1","2","1","0","0","1","4"
"60706894","1","2","1","1","0","2","4"
"60749789","1","1","1","0","0","1","2"
"60764442","1","1","1","1","0","2","4"
"60769316","1","1","1","1","0","0","3"
"6078172","4","16","3","0","4","4","11"
"6079316","1","1","1","1","0","1","3"
"60865981","1","2","1","1","0","1","2"
"6095246","2","6","2","2","2","2","8"
"60974996","1","1","1","1","0","2","4"
"6099104","2","12","2","2","2","2","5"
"61120493","2","4","2","2","0","2","8"
"6112181","1","1","1","1","0","4","10"
"61253200","1","3","1","1","1","2","3"
"61255266","1","1","1","1","0","1","3"
"6125811","1","1","1","1","0","2","7"
"6127679","3","36","3","3","3","2","6"
"61302093","1","2","1","0","0","1","2"
"613199","2","12","0","2","2","6","16"
"61351951","2","4","2","2","0","2","5"
"61360008","1","1","1","1","0","1","2"
"61396297","1","1","1","1","0","1","2"
"61402400","1","0","1","1","0","3","6"
"61492236","1","1","1","1","0","1","3"
"616226","2","6","2","2","2","5","12"
"61636019","1","1","1","1","0","2","6"
"61736220","1","1","1","1","0","2","2"
"61740070","2","4","2","2","0","1","4"
"61767631","2","4","2","0","0","2","4"
"6178081","1","1","1","1","0","1","4"
"61843617","1","1","1","1","0","1","5"
"6196732","3","9","3","0","3","3","8"
"61981488","1","1","1","0","0","1","2"
"61983773","1","1","1","1","0","2","5"
"61991904","1","2","1","1","0","2","4"
"620534","1","7","1","1","1","2","5"
"62060094","1","1","1","1","0","1","3"
"62068674","2","4","2","0","0","2","4"
"62074527","7","63","7","7","7","9","22"
"62110595","1","1","1","1","0","3","5"
"62285453","1","1","1","1","0","1","4"
"62384001","1","1","1","0","0","1","2"
"624048","1","3","1","1","1","2","6"
"6241067","6","36","6","6","6","14","28"
"6241546","1","1","1","0","0","1","2"
"62415859","2","4","2","2","0","4","11"
"6248108","1","1","1","1","0","1","4"
"6257105","1","1","1","1","0","1","2"
"62608558","2","4","2","0","0","2","4"
"62626616","1","1","1","1","0","3","6"
"62645416","3","9","3","3","3","3","12"
"62647727","1","0","1","1","0","2","4"
"6265794","3","18","3","3","3","4","12"
"62744791","3","6","3","3","0","1","9"
"62752286","1","1","1","1","0","1","4"
"62754803","1","1","1","1","0","6","12"
"62764571","1","1","1","1","0","2","5"
"62775284","1","1","1","1","0","2","4"
"62779611","1","1","1","1","0","2","3"
"62797828","1","1","1","1","0","1","4"
"62822511","8","96","8","8","8","17","36"
"6286008","1","1","1","0","0","6","2"
"62884945","1","1","1","0","0","1","2"
"62892091","3","9","3","1","3","4","10"
"62900656","1","1","1","1","0","2","5"
"62901043","1","1","1","0","0","1","2"
"62948670","1","2","1","1","0","0","4"
"6301038","1","2","1","1","0","1","2"
"63033703","1","1","1","1","0","1","5"
"63034341","3","9","3","3","3","6","15"
"63078188","1","0","1","1","0","1","4"
"63091258","1","1","0","0","0","1","2"
"63119681","1","1","1","1","0","2","6"
"63125914","7","28","7","7","7","11","36"
"63133163","4","36","4","4","4","3","20"
"6317858","1","1","1","0","0","1","2"
"6332268","1","1","1","1","0","1","3"
"633736","2","6","2","0","2","2","4"
"63385485","1","1","1","0","0","1","2"
"6347000","3","3","3","0","0","3","5"
"63580313","1","1","1","1","0","2","6"
"636702","1","1","1","1","0","2","4"
"63709048","22","594","22","22","22","38","103"
"6379824","4","20","4","1","4","6","10"
"638084","1","1","1","1","0","1","3"
"6381045","1","1","1","1","0","1","4"
"63844698","18","288","18","18","18","29","83"
"6385140","1","1","1","0","0","1","2"
"63882934","1","1","1","1","0","2","3"
"63940070","1","1","1","1","0","1","3"
"6398796","4","8","4","4","0","6","16"
"6401302","2","6","2","0","2","2","8"
"6403088","1","1","1","1","0","1","3"
"6411450","2","6","0","2","2","5","18"
"64165692","2","4","2","2","0","3","6"
"64192193","2","6","2","1","2","3","6"
"64199541","1","2","1","1","0","2","1"
"6424149","3","9","2","1","3","4","10"
"64263995","4","16","4","4","4","6","19"
"64267166","2","4","2","2","0","2","10"
"64282460","5","25","5","5","5","7","13"
"643110","6","30","6","2","6","7","16"
"64316909","1","0","1","1","0","1","4"
"64328631","1","1","1","1","0","1","2"
"6434805","1","1","1","1","0","1","5"
"643703","3","24","3","3","3","5","12"
"64426214","1","1","1","1","0","1","3"
"64426705","1","1","1","1","0","1","3"
"64451726","2","4","2","0","0","2","2"
"6453195","1","2","1","1","0","1","3"
"64533904","1","1","1","1","0","1","2"
"64564024","1","1","0","1","0","2","4"
"6456904","1","1","1","1","0","2","4"
"64598838","1","1","1","1","0","0","2"
"64633474","2","4","2","2","0","4","8"
"64652880","1","1","1","1","0","3","7"
"64705989","5","25","5","5","5","6","21"
"64766839","1","1","1","1","0","2","4"
"64768636","1","0","1","1","0","1","2"
"6478668","1","2","1","0","0","1","2"
"64787059","1","2","1","1","0","0","2"
"6479452","1","4","1","0","1","1","2"
"64872752","1","2","1","1","0","2","6"
"64921990","1","1","1","1","0","2","6"
"6497368","1","2","1","0","0","1","2"
"65037473","1","1","1","1","0","1","2"
"65108733","1","1","1","0","0","1","1"
"65197102","6","42","6","0","6","6","20"
"6520049","1","1","1","1","0","1","3"
"65222778","34","1258","4","34","34","71","181"
"65275169","1","2","1","0","0","1","1"
"6529553","1","2","1","0","0","1","2"
"653025","1","2","1","0","0","1","2"
"65324149","1","1","1","1","0","1","4"
"65336154","1","1","1","1","0","2","5"
"6534940","1","2","1","1","0","2","4"
"65436477","1","1","1","1","0","1","4"
"65444079","1","1","1","1","0","1","4"
"65454457","1","1","1","1","0","1","5"
"6545951","1","1","1","1","0","2","6"
"65461091","1","1","1","1","0","1","4"
"6567947","5","30","4","0","5","5","9"
"65690834","1","1","1","1","0","2","4"
"657194","2","8","2","2","2","4","12"
"65731801","1","0","1","1","0","1","4"
"6581719","1","3","1","1","1","1","3"
"6584047","1","1","1","1","0","2","4"
"65872252","1","1","1","1","0","3","6"
"65878280","1","1","1","1","0","1","2"
"65878829","1","1","1","1","0","1","2"
"65904374","1","2","1","1","0","2","4"
"65937710","1","1","1","1","0","1","5"
"6594667","9","117","9","9","9","20","47"
"6602314","1","1","1","0","0","1","1"
"66082692","1","1","1","1","0","1","2"
"6612029","2","2","2","2","0","4","10"
"66150074","2","2","2","2","0","4","8"
"6615546","4","20","4","0","4","4","7"
"66174938","5","35","5","5","5","5","25"
"6622364","1","2","1","1","0","1","2"
"6623347","8","80","8","3","8","8","24"
"6625131","1","2","1","1","0","2","4"
"662779","1","1","0","1","0","1","2"
"66295486","2","4","2","1","0","1","4"
"6630698","2","4","2","2","0","3","6"
"66321588","2","4","2","1","0","3","5"
"6633143","1","2","1","1","0","1","2"
"6633992","2","8","2","2","2","3","6"
"66340925","1","1","1","1","0","2","4"
"6636866","1","1","1","1","0","5","10"
"66424654","1","1","1","0","0","1","2"
"66464559","1","1","1","1","0","1","4"
"66483535","1","2","1","1","0","1","2"
"66545319","2","6","0","2","2","2","4"
"665554","1","1","1","0","0","1","1"
"6658803","1","1","1","1","0","1","2"
"6666142","1","1","1","0","0","1","2"
"66700556","1","1","0","1","0","1","4"
"66719919","2","6","2","2","2","2","6"
"66748154","1","1","1","1","0","4","10"
"66760067","1","1","1","1","0","1","4"
"6678795","2","6","2","1","2","2","4"
"66865693","1","1","1","1","0","1","3"
"66869611","1","2","1","1","0","2","4"
"6687278","1","1","1","1","0","1","2"
"669047","2","174","2","2","2","4","10"
"669835","4","16","4","0","4","4","8"
"669847","2","6","2","2","2","2","3"
"66995978","2","4","2","2","0","2","6"
"67008971","1","1","1","1","0","2","4"
"67016789","1","1","1","1","0","1","4"
"67034345","1","1","1","1","0","3","6"
"67054128","7","49","7","7","7","9","33"
"67060741","1","1","1","1","0","1","2"
"6711285","1","1","1","1","0","3","7"
"6714978","3","18","3","3","3","3","13"
"67208386","3","9","3","0","3","5","7"
"67406087","1","8","1","1","1","3","6"
"67413162","1","1","1","1","0","1","4"
"67413782","1","1","1","1","0","1","4"
"67422876","1","1","1","0","0","1","2"
"67471159","3","3","3","3","0","5","6"
"67485657","2","2","2","0","0","2","6"
"67533417","2","2","2","2","0","2","6"
"6765008","1","0","1","1","0","3","6"
"6767356","1","3","1","0","1","1","2"
"6769000","2","6","2","0","2","2","4"
"67748832","1","1","1","1","0","0","4"
"6777425","1","1","1","0","0","1","2"
"6785576","1","1","1","1","0","1","4"
"67899958","6","36","6","0","6","6","14"
"6793534","1","1","1","1","0","3","5"
"67953719","9","72","9","0","9","9","12"
"67957696","1","1","1","1","0","2","4"
"68033787","1","1","1","1","0","1","4"
"6816655","2","2","2","2","0","2","4"
"6819558","1","1","1","1","0","1","4"
"681999","1","1","1","0","0","1","1"
"6820587","1","1","1","0","0","1","2"
"68220895","3","12","3","3","3","4","11"
"682892","2","2","1","2","0","1","4"
"6833515","1","1","1","1","0","3","6"
"6836134","2","4","2","0","0","2","6"
"683721","2","14","2","1","2","1","4"
"6841307","2","10","2","2","2","3","8"
"68435416","1","1","1","1","0","2","5"
"68487331","2","4","2","2","0","2","6"
"6849367","2","4","2","2","0","4","9"
"6850088","6","6","6","6","0","16","41"
"6850319","1","1","1","1","0","1","4"
"6851309","3","9","3","3","3","5","16"
"68518096","1","1","1","0","0","1","2"
"68549514","1","1","1","0","0","1","2"
"6861988","1","1","0","1","0","2","4"
"68639780","4","12","4","4","4","5","12"
"6867618","1","1","1","1","0","1","2"
"68679236","1","1","1","0","0","1","1"
"68731750","1","1","0","1","0","1","4"
"6875961","2","4","2","2","0","2","8"
"68773481","1","1","1","1","0","1","4"
"6877467","5","25","5","5","5","12","20"
"68828929","1","1","1","0","0","1","2"
"688861","3","21","3","3","3","10","32"
"68889906","1","1","1","1","0","1","4"
"68920443","1","0","1","1","0","2","4"
"69006540","1","1","1","1","0","1","2"
"69014563","1","1","1","1","0","1","4"
"6902389","1","1","1","1","0","0","4"
"69075755","1","1","1","0","0","1","2"
"69151249","2","2","2","2","0","3","6"
"69151698","1","2","1","1","0","2","3"
"69160884","3","3","3","0","0","3","7"
"69164396","2","2","2","2","0","3","8"
"69199801","1","2","1","1","0","1","3"
"69319793","3","12","3","3","3","8","17"
"69337034","1","1","1","1","0","1","2"
"6934221","3","9","3","3","3","3","8"
"69472530","1","2","1","0","0","1","3"
"69553033","2","4","2","2","0","5","10"
"69595120","2","4","2","2","0","5","9"
"6963683","1","1","1","1","0","2","4"
"6964234","1","2","1","0","0","1","3"
"6976636","7","56","7","7","7","14","33"
"69824852","1","1","1","1","0","1","3"
"69825099","1","1","1","1","0","2","6"
"69923416","6","0","6","6","0","8","20"
"70101436","1","1","1","1","0","2","5"
"70125397","1","1","1","0","0","1","3"
"70179146","1","1","1","0","0","1","2"
"70226880","12","168","12","12","12","17","47"
"70336743","3","9","3","3","3","4","13"
"70444595","1","1","1","0","0","1","2"
"70448931","2","2","2","2","0","2","6"
"7051243","1","0","1","1","0","1","2"
"70517844","1","2","1","1","0","2","5"
"7051986","1","1","1","0","0","1","1"
"7062544","2","4","2","2","0","2","4"
"70691758","1","1","1","1","0","1","3"
"70746174","2","4","2","2","0","2","10"
"707707","18","342","18","18","18","22","60"
"70794220","3","6","3","3","0","2","6"
"70900726","4","12","4","4","4","8","14"
"709145","1","2","1","1","0","2","4"
"70978824","2","6","2","2","2","2","5"
"7105929","4","16","4","1","4","4","8"
"71084145","1","1","1","0","0","1","2"
"71111127","1","1","0","1","0","1","4"
"71119190","2","4","2","2","0","4","10"
"71254979","1","1","1","1","0","1","4"
"71270146","1","1","1","1","0","1","2"
"7127790","1","1","1","1","0","2","6"
"71279926","1","1","1","1","0","0","3"
"71357116","1","0","1","0","0","1","2"
"71424708","1","1","1","1","0","2","4"
"71448450","1","1","1","1","0","3","4"
"7147408","6","24","6","0","6","6","15"
"7148120","2","8","2","2","2","2","7"
"7153543","1","1","1","1","0","1","4"
"71593939","2","4","2","2","0","2","6"
"71595643","2","2","2","0","0","3","8"
"71631728","1","1","1","1","0","1","4"
"7165501","1","1","1","1","0","2","6"
"71679531","1","1","1","1","0","3","4"
"71776386","1","1","1","1","0","1","2"
"7179336","1","0","1","1","0","1","4"
"71800384","1","1","1","1","0","2","4"
"7181139","1","1","1","1","0","1","4"
"7190648","9","81","9","1","9","9","25"
"7192310","1","1","1","0","0","1","3"
"71927837","1","1","1","0","0","1","2"
"71957242","1","0","1","1","0","1","3"
"7197980","1","1","1","0","0","1","2"
"72118666","2","4","2","2","0","2","5"
"7213338","3","15","3","3","3","4","10"
"7219613","1","1","1","0","0","1","1"
"72231855","1","4","1","1","1","0","4"
"7223609","1","1","1","1","0","1","4"
"7224203","3","21","3","0","3","3","7"
"72307702","1","2","1","0","0","1","1"
"72322749","1","3","1","1","1","2","4"
"72445924","2","4","2","0","0","2","5"
"72455411","1","1","1","1","0","1","4"
"72470639","1","1","1","1","0","2","5"
