SEZ2011,AGG_COUNT,commercial,effected_by_policy_1,effected_by_policy_2,effected_by_policy_3,A46,A47,PF1
"480170061890","2","1","2","2","0","38","146","196"
"480170061894","3","0","3","2","0","537","477","1056"
"480170061895","2","0","2","0","0","12","88","130"
"480170061896","1","0","1","1","0","5","48","58"
"480170061897","1","0","1","1","0","29","177","222"
"480170061898","2","2","2","1","0","8","34","52"
"480170061900","6","2","6","3","2","1026","2502","3762"
"480170061901","4","3","4","1","2","72","352","448"
"480170061902","1","0","1","1","0","25","104","143"
"480170061904","1","0","1","0","0","18","31","57"
"480170061905","1","1","1","1","0","36","81","128"
"480170061906","8","3","8","4","0","192","1432","1992"
"480170061910","1","1","1","1","0","17","56","84"
"480170061911","5","3","5","1","2","145","735","920"
"480170061912","7","6","6","5","1","126","385","560"
"480170061914","5","1","3","5","0","305","1725","2180"
"480170061915","3","1","3","2","0","84","264","408"
"480170061921","2","0","2","2","0","82","122","214"
"480170061922","5","1","5","4","0","145","785","995"
"480170061924","7","5","7","4","3","287","1092","1526"
"480170061925","1","0","1","1","0","13","48","68"
"480170061928","3","1","3","0","0","42","213","276"
"480170061931","3","3","2","2","1","369","927","1365"
"480170061932","7","4","4","4","3","147","616","854"
"480170061933","3","3","3","3","0","57","579","669"
"480170061936","4","4","4","1","3","56","280","388"
"480170061937","10","8","10","6","6","940","4500","5890"
"480170061938","2","0","2","0","0","52","196","264"
"480170061944","1","0","1","0","0","9","42","58"
"480170061945","3","0","3","1","0","276","363","708"
"480170061950","1","0","1","1","0","13","30","49"
"480170061952","1","0","1","1","0","9","50","157"
"480170061954","2","2","2","0","1","30","122","160"
"480170061955","2","0","2","1","0","66","170","246"
"480170061956","1","1","1","1","1","74","220","317"
"480170061957","1","0","1","1","0","34","40","79"
"480170061958","13","8","13","6","7","195","2145","2886"
"480170061959","1","0","1","1","0","5","180","193"
"480170061961","2","0","2","1","0","18","130","168"
"480170061963","2","0","2","2","0","328","364","746"
"480170061965","7","1","7","4","0","112","462","651"
"480170061966","1","1","1","1","1","7","30","40"
"480170061967","1","1","1","0","0","26","135","183"
"480170061968","2","0","2","2","0","42","128","204"
"480170061969","1","1","1","0","0","11","45","60"
"480170061974","1","1","1","0","0","1","7","10"
"480170061978","4","1","3","2","0","4","0","36"
"480170061979","10","5","9","3","4","300","1100","1560"
"480170061983","1","0","1","0","0","25","101","135"
"480170061984","1","0","1","1","0","3","48","56"
"480170061985","2","1","2","2","1","8","48","76"
"480170061986","4","1","4","1","1","124","428","616"
"480170061987","2","0","1","2","0","18","316","358"
"480170061988","10","8","10","9","3","20","230","280"
"480170061989","1","0","1","1","0","2","16","19"
"480170061990","1","1","0","1","0","13","71","91"
"480170061991","3","3","3","3","0","111","510","651"
"480170061992","2","0","2","0","0","10","62","164"
"480170061994","8","3","8","5","3","360","1712","2392"
"480170061996","4","0","4","3","0","112","484","664"
"480170062004","2","1","2","2","0","14","256","298"
"480170062006","1","0","1","1","0","23","180","212"
"480170062007","1","1","1","1","1","5","49","59"
"480170062008","6","5","6","2","3","60","360","462"
"480170062012","3","1","3","0","1","0","6","6"
"480170062014","1","1","1","1","0","96","57","160"
"480170062016","1","1","1","1","0","28","121","161"
"480170062017","1","0","1","0","0","78","1","79"
"480170062018","1","0","1","1","0","0","1","1"
"480170062019","1","0","1","1","0","7","28","41"
"480170062020","5","5","5","4","1","500","1500","2320"
"480170062021","1","1","1","0","1","1","16","22"
"480170062024","1","1","1","0","1","0","18","19"
"480170062025","3","2","3","3","0","36","249","291"
"480170062026","2","1","2","1","0","54","352","450"
"480170062027","1","1","1","0","0","2","50","55"
"480170062032","3","1","3","3","0","159","1020","1257"
"480170062035","12","7","9","6","2","1524","6828","9072"
"480170062036","3","1","2","3","0","24","102","126"
"480170062040","2","1","2","2","0","80","608","742"
"480170062041","3","1","3","3","1","99","507","639"
"480170062048","1","0","1","0","0","36","143","196"
"480170062049","2","1","2","0","0","454","530","1060"
"480170062050","6","3","6","2","3","138","642","852"
"480170062052","1","1","1","0","1","4","26","33"
"480170062054","2","1","2","1","0","28","104","142"
"480170062055","3","1","3","3","0","114","276","438"
"480170062057","1","1","1","0","0","51","210","284"
"480170062058","1","0","1","1","0","18","53","76"
"480170062059","1","0","1","1","0","0","14","14"
"480170062062","3","3","3","3","3","9","54","81"
"480170062066","2","0","2","0","0","50","196","274"
"480170062069","1","0","1","1","0","12","11","38"
"480170062072","1","0","1","1","0","6","20","29"
"480170062079","3","2","3","3","2","441","459","945"
"480170062081","1","1","1","1","0","18","94","163"
"480170062085","1","0","1","1","0","14","53","67"
"480170062087","1","1","1","1","0","0","15","16"
"480170062089","1","0","1","1","0","9","53","66"
"480170062090","4","3","4","4","3","16","148","200"
"480170062091","1","0","1","1","0","8","55","74"
"480170062093","3","1","2","3","1","3","6","9"
"480170062094","4","4","4","1","4","20","180","232"
"480170062096","1","1","1","1","1","1","11","13"
"480170062097","10","2","10","10","1","1220","3530","5110"
"480170062098","1","1","1","1","0","7","68","79"
"480170062099","1","1","1","1","0","3","81","86"
"480170062103","1","0","1","1","0","21","73","105"
"480170062105","2","2","1","2","0","10","20","36"
"480170062106","1","0","1","1","0","32","158","214"
"480170062108","1","0","0","1","0","1","15","20"
"480170062109","1","0","1","1","0","0","2","3"
"480170062110","1","0","1","0","0","3","29","33"
"480170062111","1","1","1","1","1","2","9","15"
"480170062119","1","0","1","1","0","18","15","37"
"480170062120","3","2","3","2","2","0","12","15"
"480170062121","2","1","2","2","1","4","118","130"
"480170062122","2","1","2","1","1","10","26","42"
"480170062124","1","1","1","1","1","1","25","30"
"480170062125","2","0","2","2","0","22","214","280"
"480170062126","5","2","5","3","0","95","415","635"
"480170062127","12","5","12","7","2","1452","5076","7152"
"480170062131","3","3","3","3","2","27","45","93"
"480170062133","1","0","1","1","0","2","11","20"
"480170062135","1","1","1","1","0","16","96","125"
"480170062137","1","0","1","0","0","0","0","8"
"480170062140","2","2","2","2","1","14","108","226"
"480170062142","1","1","1","1","0","0","1","1"
"480170062143","1","1","1","1","1","1","1","4"
"480170062147","2","2","2","0","0","8","2","12"
"480170062149","1","1","1","1","0","1","4","7"
"480170062150","3","2","3","1","2","15","90","117"
"480170062154","6","4","6","6","3","96","240","384"
"480170062155","2","2","2","0","0","120","666","878"
"480170062157","1","0","1","0","0","13","82","105"
"480170062158","1","0","1","1","0","5","23","32"
"480170062159","3","1","3","2","1","6","36","51"
"480170062160","1","1","1","0","0","6","28","37"
"480170062161","2","0","2","1","0","0","8","14"
"480170062162","1","1","1","0","1","1","10","11"
"480170062163","1","0","1","1","0","1","8","9"
"480170062164","3","2","3","3","0","6","102","135"
"480170062167","2","1","2","2","0","24","342","376"
"480170062169","2","1","2","1","0","2","22","40"
"480170062177","63","45","60","59","35","2772","3150","6930"
"480170062181","1","0","1","1","0","1","25","34"
"480170062186","1","1","1","1","0","0","0","0"
