SEZ2011,E27
480170060985,237
480170060986,104
480170060988,548
480170060990,132
480170060991,51
480170060992,1564
480170060994,602
480170060995,12600
480170060996,210
480170060998,4
480170060999,168
480170061000,150
480170061001,945
480170061002,6018
480170061003,126
480170061004,1760
480170061005,485
480170061006,132
480170061007,20
480170061009,80
480170061010,3128
480170061011,15300
480170061013,69
480170061014,532
480170061017,6258
480170061018,176
480170061019,255
480170061021,84
480170061023,295
480170061025,2560
480170061026,107
480170061035,660
480170061036,67
480170061037,570
480170061039,224
480170061040,136
480170061043,285
480170061044,1235
480170061045,21580
480170061049,166
480170061050,1690
480170061051,284
480170061053,648
480170061055,792
480170061057,117
480170061058,1440
480170061061,19
480170061064,1782
480170061065,187
480170061066,2212
480170061068,824
480170061069,3190
480170061070,684
480170061071,9735
480170061072,198
480170061073,4473
480170061075,189
480170061076,1540
480170061077,0
480170061078,228
480170061079,176
480170061081,22
480170061082,118
480170061086,0
480170061087,121
480170061089,55
480170061090,221
480170061091,1270
480170061092,0
480170061094,6215
480170061095,183
480170061099,12
480170061100,984
480170061104,273
480170061106,138
480170061109,42
480170061110,1652
480170061111,279
480170061112,2912
480170061114,418
480170061115,2538
480170061118,10
480170061119,294
480170061120,70
480170061121,2286
480170061123,159
480170061124,176
480170061125,98
480170061127,486
480170061132,2600
480170061133,272
480170061134,178
480170061135,1050
480170061137,740
480170061141,798
480170061145,282
480170061149,11264
480170061150,176
480170061153,1260
480170061157,1890
480170061160,1872
480170061161,179
480170061165,1330
480170061169,124
480170061170,1782
480170061173,75
480170061174,554
480170061176,192
480170061177,17649
480170061179,616
480170061180,429
480170061183,68
480170061186,2222
480170061191,15
480170061194,2200
480170061196,10
480170061201,1264
480170061203,51
480170061206,291
480170061208,1145
480170061210,417
480170061213,122
480170061214,36
480170061217,624
480170061221,6174
480170061222,630
480170061223,279
480170061224,150
480170061226,25813
480170061232,1701
480170061235,21
480170061237,86
480170061238,310
480170061239,425
480170061243,170
480170061244,2760
480170061245,304
480170061247,282
480170061249,21
480170061251,528
480170061252,1976
480170061257,80
480170061258,315
480170061259,432
480170061261,112
480170061262,472
480170061263,3699
480170061266,352
480170061268,0
480170061270,25
480170061271,63
480170061273,276
480170061275,0
480170061276,5130
480170061277,62
480170061278,55
480170061279,210
480170061280,442
480170061283,441
480170061285,12
480170061286,3703
480170061288,2530
480170061290,1104
480170061292,83
480170061294,8
480170061295,182
480170061296,477
480170061297,528
480170061299,162
480170061300,330
480170061301,6888
480170061303,480
480170061305,309
480170061309,123
480170061312,264
480170061314,49
480170061315,3318
480170061317,8308
480170061318,456
480170061321,1921
480170061325,546
480170061326,3388
480170061328,150
480170061329,6
480170061331,243
480170061333,2384
480170061335,560
480170061336,5168
480170061338,1071
480170061339,180
480170061340,1260
480170061341,726
480170061343,968
480170061344,6
480170061345,1377
480170061346,108
480170061347,486
480170061348,1010
480170061349,979
480170061350,2436
480170061352,305
480170061353,325
480170061354,391
480170061355,0
480170061358,552
480170061359,168
480170061360,131
480170061361,12
480170061362,28
480170061363,22
480170061365,320
480170061366,1501
480170061368,71
480170061369,280
480170061370,1530
480170061371,66
480170061375,148
480170061377,7636
480170061378,375
480170061379,330
480170061380,198
480170061381,88
480170061383,978
480170061384,832
480170061386,70
480170061388,125
480170061390,1680
480170061391,29
480170061393,627
480170061394,61
480170061395,0
480170061396,4
480170061397,0
480170061399,62
480170061400,4284
480170061401,537
480170061402,210
480170061403,246
480170061404,826
480170061406,37
480170061408,632
480170061410,0
480170061411,860
480170061412,414
480170061414,767
480170061415,680
480170061416,78
480170061418,462
480170061419,375
480170061420,116
480170061422,954
480170061423,2520
480170061424,5104
480170061425,505
480170061426,108
480170061427,324
480170061429,460
480170061431,18
480170061432,184
480170061433,7
480170061434,297
480170061435,1040
480170061436,1428
480170061437,57
480170061439,564
480170061440,1001
480170061442,340
480170061443,84
480170061444,146
480170061445,1197
480170061446,135
480170061448,52
480170061449,190
480170061450,962
480170061451,376
480170061452,205
480170061453,324
480170061454,88
480170061457,52
480170061458,0
480170061459,27
480170061460,36
480170061461,69
480170061463,560
480170061464,21
480170061465,61
480170061466,92
480170061467,110
480170061469,1885
480170061470,62
480170061473,294
480170061474,54
480170061476,1352
480170061477,250
480170061478,828
480170061479,1356
480170061480,612
480170061481,796
480170061482,120
480170061483,56
480170061485,212
480170061487,392
480170061488,408
480170061489,0
480170061490,118
480170061491,612
480170061492,147
480170061493,327
480170061496,172
480170061497,480
480170061498,582
480170061499,57
480170061500,28
480170061501,456
480170061502,216
480170061503,381
480170061506,91
480170061507,399
480170061508,1880
480170061510,790
480170061511,226
480170061512,69
480170061514,550
480170061516,116
480170061517,196
480170061519,93
480170061520,174
480170061521,2200
480170061522,543
480170061523,380
480170061524,199
480170061525,381
480170061528,61
480170061529,716
480170061531,1296
480170061535,717
480170061536,1127
480170061537,520
480170061539,99
480170061540,78
480170061541,790
480170061542,24
480170061544,1218
480170061545,19
480170061546,380
480170061547,250
480170061548,0
480170061549,232
480170061551,655
480170061552,637
480170061553,0
480170061554,222
480170061556,825
480170061557,810
480170061559,36
480170061560,327
480170061561,80
480170061562,66
480170061563,56
480170061564,148
480170061565,447
480170061567,87
480170061568,918
480170061569,143
480170061570,192
480170061571,119
480170061572,204
480170061573,468
480170061574,200
480170061575,282
480170061576,33
480170061578,88
480170061579,100
480170061580,438
480170061581,747
480170061582,854
480170061583,73
480170061585,1188
480170061587,242
480170061589,372
480170061590,40
480170061593,770
480170061594,452
480170061596,1488
480170061597,2
480170061598,960
480170061599,94
480170061600,366
480170061601,730
480170061602,35
480170061604,198
480170061605,29
480170061606,3996
480170061607,6
480170061608,302
480170061609,310
480170061612,292
480170061613,231
480170061616,3874
480170061619,188
480170061620,975
480170061622,38
480170061623,828
480170061624,105
480170061626,62
480170061629,5870
480170061630,62
480170061632,2472
480170061634,1105
480170061637,53
480170061638,97
480170061639,114
480170061640,236
480170061641,2898
480170061643,35
480170061645,4310
480170061646,1456
480170061647,981
480170061649,1374
480170061650,94
480170061652,83
480170061653,111
480170061654,0
480170061655,236
480170061656,65
480170061659,1256
480170061660,14
480170061661,3058
480170061663,1845
480170061664,428
480170061665,118
480170061667,1632
480170061668,597
480170061669,6120
480170061670,1095
480170061672,3896
480170061673,200
480170061674,225
480170061675,146
480170061677,206
480170061681,273
480170061683,238
480170061684,3168
480170061685,92
480170061686,54
480170061688,788
480170061689,110
480170061691,1152
480170061692,597
480170061693,4032
480170061694,168
480170061695,324
480170061696,143
480170061697,21
480170061698,137
480170061699,666
480170061700,408
480170061701,351
480170061704,244
480170061710,176
480170061712,161
480170061713,152
480170061714,1070
480170061715,62
480170061716,0
480170061721,39
480170061722,1212
480170061724,14
480170061732,605
480170061734,64
480170061736,976
480170061737,564
480170061738,1176
480170061739,850
480170061742,2128
480170061744,83
480170061745,45
480170061747,38
480170061750,1092
480170061752,9
480170061754,9
480170061755,1530
480170061759,124
480170061760,13
480170061764,123
480170061768,136
480170061769,8
480170061770,101
480170061771,572
480170061772,49
480170061779,154
480170061781,238
480170061782,143
480170061783,170
480170061786,206
480170061787,78
480170061792,1600
480170061793,126
480170061794,720
480170061796,1
480170061798,260
480170061799,25
480170061804,330
480170061805,768
480170061808,805
480170061813,229
480170061814,190
480170061816,72
480170061817,2706
480170061819,16
480170061820,465
480170061822,144
480170061824,72
480170061826,510
480170061827,360
480170061831,130
480170061832,312
480170061834,5600
480170061838,92
480170061840,468
480170061844,450
480170061848,57
480170061850,1060
480170061853,147
480170061856,236
480170061858,314
480170061862,644
480170061863,80
480170061866,85
480170061867,152
480170061869,124
480170061870,309
480170061873,1002
480170061877,231
480170061878,402
480170061879,64
480170061880,9994
480170061881,120
480170061884,752
480170061885,208
480170061886,3627
480170061888,3
480170061890,196
480170061894,1074
480170061895,136
480170061896,56
480170061897,265
480170061898,78
480170061900,3834
480170061901,500
480170061902,151
480170061904,58
480170061905,130
480170061906,2176
480170061910,84
480170061911,930
480170061912,581
480170061914,2125
480170061915,447
480170061921,256
480170061922,1045
480170061924,1477
480170061925,68
480170061928,378
480170061931,1386
480170061932,994
480170061933,645
480170061936,416
480170061937,5740
480170061938,280
480170061944,57
480170061945,771
480170061950,78
480170061952,127
480170061954,172
480170061955,350
480170061956,319
480170061957,84
480170061958,2912
480170061959,197
480170061961,166
480170061963,760
480170061965,749
480170061966,42
480170061967,218
480170061968,228
480170061969,86
480170061974,9
480170061978,16
480170061979,1640
480170061983,148
480170061984,60
480170061985,82
480170061986,640
480170061987,366
480170061988,270
480170061989,24
480170061990,102
480170061991,597
480170061992,162
480170061994,2288
480170061996,664
480170062004,364
480170062006,210
480170062007,74
480170062008,504
480170062012,6
480170062014,139
480170062016,183
480170062017,79
480170062018,1
480170062019,42
480170062020,2045
480170062021,26
480170062024,25
480170062025,375
480170062026,428
480170062027,53
480170062032,1275
480170062035,8580
480170062036,75
480170062040,764
480170062041,603
480170062048,198
480170062049,1074
480170062050,966
480170062052,34
480170062054,124
480170062055,456
480170062057,270
480170062058,85
480170062059,13
480170062062,87
480170062066,264
480170062069,52
480170062072,28
480170062079,921
480170062081,174
480170062085,66
480170062087,18
480170062089,72
480170062090,208
480170062091,77
480170062093,18
480170062094,236
480170062096,32
480170062097,5150
480170062098,78
480170062099,85
480170062103,114
480170062105,80
480170062106,243
480170062108,28
480170062109,3
480170062110,40
480170062111,18
480170062119,48
480170062120,24
480170062121,152
480170062122,124
480170062124,57
480170062125,406
480170062126,1080
480170062127,6672
480170062131,114
480170062133,26
480170062135,129
480170062137,12
480170062140,352
480170062142,1
480170062143,9
480170062147,54
480170062149,7
480170062150,123
480170062154,654
480170062155,922
480170062157,109
480170062158,47
480170062159,171
480170062160,59
480170062161,48
480170062162,17
480170062163,15
480170062164,234
480170062167,572
480170062169,48
480170062177,10773
480170062181,87
480170062186,1
