census_tract_id,AGG_COUNT,effected_by_policy_1,effected_by_policy_2,effected_by_policy_3,P1,A46,A47,PF1,E3,E27,calculated_host_listings_count,bedrooms,accommodates
"480170061279","7","7","7","5","154","14","42","56","28","210","242","14","31"
"480170061280","13","12","4","9","819","208","195","403","78","442","74","14","37"
"480170061283","7","7","4","1","434","35","133","196","56","441","44","11","29"
"480170061285","4","4","2","2","16","4","0","12","8","12","16","7","17"
"480170061286","23","21","19","12","4646","552","1449","2438","529","3703","327","38","91"
"480170061288","22","22","19","13","1958","242","968","1276","286","2530","425","33","92"
"480170061290","2","2","2","0","2466","82","982","1154","26","1104","2","4","7"
"480170061292","1","1","1","0","143","6","74","82","1","83","1","1","2"
"480170061294","2","2","2","2","28","8","2","10","2","8","11","5","12"
"480170061295","1","1","1","0","389","13","149","173","5","182","1","1","2"
"480170061296","9","9","7","5","486","63","189","279","90","477","227","14","38"
"480170061297","2","2","1","0","1050","20","424","480","22","528","2","4","8"
"480170061299","6","6","4","1","162","12","72","96","24","162","12","9","27"
"480170061300","3","3","1","3","768","36","279","345","36","330","12","5","14"
"480170061301","42","38","20","29","12684","1050","4494","6174","966","6888","283","54","130"
"480170061303","8","8","8","6","624","136","192","360","112","480","63","11","29"
"480170061305","3","3","3","2","387","72","99","216","42","309","96","5","15"
"480170061309","3","3","3","2","108","24","24","66","18","123","180","8","21"
"480170061312","1","1","1","0","587","52","205","272","11","264","1","2","5"
"480170061314","1","1","1","1","104","9","35","50","5","49","13","3","7"
"480170061315","21","18","18","9","5439","714","2016","2856","651","3318","133","27","76"
"480170061317","31","30","26","9","12710","1240","4185","7688","1240","8308","391","48","125"
"480170061318","4","4","3","3","728","72","232","392","64","456","50","7","20"
"480170061321","17","17","13","8","3706","374","1241","1955","357","1921","255","25","65"
"480170061325","13","12","10","5","494","65","169","286","91","546","54","23","49"
"480170061326","28","28","15","19","4704","532","1456","2324","504","3388","282","47","112"
"480170061328","3","3","2","1","258","3","69","120","30","150","5","4","12"
"480170061329","1","1","1","0","14","2","2","4","2","6","1","2","4"
"480170061331","1","1","1","0","403","18","158","208","12","243","1","1","2"
"480170061333","8","8","6","1","3808","296","1800","2232","72","2384","10","10","25"
"480170061335","8","8","3","7","1168","144","416","640","152","560","51","10","22"
"480170061336","16","16","14","5","8112","1376","2672","4320","688","5168","49","23","55"
"480170061338","17","17","8","8","1309","204","459","714","136","1071","86","22","59"
"480170061339","3","3","0","3","282","6","126","135","18","180","12","3","6"
"480170061340","4","4","3","1","2536","184","956","1272","188","1260","4","4","12"
"480170061341","11","11","10","4","770","11","286","330","77","726","141","16","44"
"480170061343","8","7","8","6","1544","184","592","856","16","968","218","14","41"
"480170061344","1","1","0","1","16","0","2","3","4","6","1","1","2"
"480170061345","9","8","8","5","1611","189","585","882","108","1377","209","13","32"
"480170061346","2","2","2","2","118","6","52","66","12","108","72","3","8"
"480170061347","6","4","6","2","972","108","324","462","138","486","52","7","26"
"480170061348","10","9","5","5","1540","210","620","880","220","1010","32","15","38"
"480170061349","11","10","9","5","2079","341","594","1045","143","979","63","16","44"
"480170061350","12","12","9","6","5376","384","1788","2412","348","2436","364","15","31"
"480170061352","5","5","3","0","690","45","230","285","20","305","7","7","14"
"480170061353","5","4","2","4","620","60","250","340","80","325","144","8","17"
"480170061354","1","1","0","0","867","90","273","386","12","391","1","1","2"
"480170061355","1","1","1","0","0","0","0","0","0","0","1","1","4"
"480170061358","4","4","4","2","480","88","148","264","44","552","11","7","20"
"480170061359","4","4","4","0","312","24","132","184","20","168","4","8","19"
"480170061360","1","1","1","0","312","9","127","142","15","131","1","2","6"
"480170061361","6","6","4","1","18","6","0","6","6","12","190","6","15"
"480170061362","1","1","0","1","88","5","22","35","8","28","9","1","1"
"480170061363","1","1","1","1","47","0","17","20","9","22","92","1","2"
"480170061365","5","4","2","1","0","0","0","0","10","320","17","6","13"
"480170061366","19","14","13","14","1938","209","817","1121","209","1501","70","22","62"
"480170061368","1","1","1","0","161","20","53","80","13","71","1","1","4"
"480170061369","5","4","3","4","390","35","135","190","55","280","42","6","17"
"480170061370","10","10","6","6","3260","310","1280","1720","270","1530","34","17","42"
"480170061371","1","1","0","1","102","16","27","60","9","66","4","1","2"
"480170061375","2","2","1","0","388","22","152","190","32","148","3","4","10"
"480170061377","46","43","33","22","12098","1242","3864","5474","1058","7636","183","74","182"
"480170061378","3","3","2","1","756","66","261","375","72","375","3","4","10"
"480170061379","6","6","1","4","684","78","246","372","174","330","25","6","14"
"480170061380","6","6","3","4","372","72","126","210","18","198","19","8","18"
"480170061381","1","1","1","0","192","8","84","96","13","88","1","3","10"
"480170061383","3","3","3","2","2052","225","660","996","105","978","178","5","11"
"480170061384","4","4","2","0","1304","140","476","688","124","832","4","3","8"
"480170061386","1","1","0","1","110","12","45","60","14","70","9","1","2"
"480170061388","5","5","4","3","180","0","70","85","10","125","45","6","18"
"480170061390","14","13","11","7","2492","154","854","1204","154","1680","52","18","53"
"480170061391","1","1","1","1","54","3","19","30","15","29","4","0","2"
"480170061393","11","11","9","5","946","176","253","473","77","627","30","21","52"
"480170061394","1","1","0","0","95","5","39","47","14","61","2","1","1"
"480170061395","14","14","8","7","0","0","0","0","0","0","68","20","47"
"480170061396","4","4","3","1","20","8","0","8","4","4","12","5","11"
"480170061397","2","2","1","1","0","0","0","0","0","0","10","3","5"
"480170061399","2","2","2","2","154","12","44","68","32","62","13","5","14"
"480170061400","34","31","20","16","7004","442","2788","3706","1088","4284","604","45","113"
"480170061401","3","3","2","1","1089","81","393","543","90","537","6","4","10"
"480170061402","2","2","2","0","472","24","182","226","64","210","3","4","8"
"480170061403","2","2","1","0","374","44","112","176","28","246","2","4","11"
"480170061404","7","7","5","3","1785","343","371","805","210","826","16","8","25"
"480170061406","1","1","0","1","105","12","38","56","14","37","5","1","2"
"480170061408","8","6","5","3","1056","72","360","504","80","632","52","10","23"
"480170061410","4","4","2","3","0","0","0","0","0","0","11","5","12"
"480170061411","1","1","1","0","1998","192","628","850","31","860","1","2","4"
"480170061412","2","2","1","0","1002","80","338","462","40","414","3","3","8"
"480170061414","13","13","7","8","1235","65","429","572","91","767","65","18","43"
"480170061415","5","5","1","4","910","205","190","430","90","680","17","5","13"
"480170061416","2","2","2","0","154","6","58","64","66","78","3","3","8"
"480170061418","3","3","2","1","969","84","336","456","78","462","8","4","14"
"480170061419","3","3","2","1","828","78","273","411","69","375","15","5","10"
"480170061420","1","1","0","0","275","16","107","130","18","116","1","1","2"
"480170061422","6","6","5","3","1626","174","564","822","228","954","35","7","18"
"480170061423","15","13","12","11","2460","465","675","1305","225","2520","139","35","93"
"480170061424","16","15","11","6","9072","1616","2400","4288","768","5104","136","21","56"
"480170061425","5","5","4","1","510","30","130","235","65","505","10","5","16"
"480170061426","2","2","1","1","180","22","66","92","18","108","16","3","8"
"480170061427","2","2","1","0","688","44","252","350","34","324","3","4","6"
"480170061429","5","5","3","0","900","55","380","465","200","460","9","7","19"
"480170061431","3","3","2","3","57","3","12","18","18","18","14","6","12"
"480170061432","2","2","0","2","264","26","92","124","36","184","18","2","3"
"480170061433","1","1","0","1","12","0","6","7","1","7","4","1","2"
"480170061434","3","3","1","3","546","36","219","303","45","297","14","4","11"
"480170061435","8","8","3","2","1976","96","752","952","144","1040","30","10","26"
"480170061436","17","17","10","9","1683","357","425","918","272","1428","211","27","66"
"480170061437","1","1","1","0","165","4","68","79","17","57","1","1","4"
"480170061439","6","6","1","5","942","132","282","462","84","564","18","7","17"
"480170061440","7","7","5","5","1197","140","385","616","126","1001","23","10","21"
"480170061442","4","4","0","0","640","52","248","344","52","340","6","5","10"
"480170061443","1","1","1","1","171","10","64","80","20","84","12","1","2"
"480170061444","2","1","1","1","294","16","116","146","40","146","16","1","6"
"480170061445","9","9","5","7","2898","279","1008","1422","162","1197","68","10","27"
"480170061446","1","1","1","0","270","11","110","138","30","135","1","2","4"
"480170061448","1","1","1","1","92","8","34","48","31","52","3","1","3"
"480170061449","2","1","2","1","312","26","116","158","32","190","16","2","6"
"480170061450","13","13","7","6","689","26","273","351","143","962","106","41","42"
"480170061451","4","4","2","2","668","60","276","372","28","376","20","4","13"
"480170061452","5","5","0","1","460","30","175","225","50","205","11","5","14"
"480170061453","2","2","1","1","356","26","132","162","116","324","5","3","8"
"480170061454","2","2","0","2","158","10","48","68","20","88","7","3","4"
"480170061457","1","1","1","0","112","7","41","50","18","52","1","1","2"
"480170061458","1","1","0","0","17","0","7","7","0","0","1","1","2"
"480170061459","9","9","4","5","45","36","0","36","27","27","192","19","28"
"480170061460","2","2","0","2","84","14","30","44","12","36","18","2","5"
"480170061461","1","1","0","1","136","15","48","70","16","69","5","1","2"
"480170061463","5","5","4","4","980","80","320","470","200","560","19","10","21"
"480170061464","3","3","2","2","45","12","6","21","9","21","187","4","14"
"480170061465","1","1","1","0","86","8","25","37","11","61","1","2","4"
"480170061466","2","2","1","1","156","8","72","90","26","92","7","4","10"
"480170061467","2","2","0","1","122","14","46","64","20","110","6","2","3"
"480170061469","13","13","6","6","1924","221","676","1105","247","1885","341","18","43"
"480170061470","2","2","2","1","120","6","48","60","16","62","3","3","8"
"480170061473","3","3","1","1","642","42","231","297","57","294","7","3","8"
"480170061474","2","2","2","0","132","8","36","48","38","54","2","4","8"
"480170061476","13","13","11","5","2652","182","1014","1300","208","1352","37","22","53"
"480170061477","2","2","1","0","446","50","154","230","78","250","2","2","4"
"480170061478","4","3","3","1","900","116","404","568","8","828","6","4","12"
"480170061479","12","12","6","11","1488","144","588","828","156","1356","57","15","39"
"480170061480","4","3","4","0","1336","56","508","652","88","612","5","6","14"
"480170061481","4","4","3","0","1108","108","424","588","40","796","4","6","14"
"480170061482","2","2","1","1","244","26","80","110","28","120","3","2","6"
"480170061483","1","1","1","0","106","7","45","55","26","56","2","1","4"
"480170061485","4","3","1","3","388","40","168","232","48","212","22","3","14"
"480170061487","4","3","2","2","420","80","188","288","28","392","6","5","10"
"480170061488","4","4","3","2","772","56","276","364","112","408","15","5","12"
"480170061489","4","4","3","3","0","0","0","0","0","0","142","6","12"
"480170061490","2","2","2","0","212","20","66","102","56","118","2","1","7"
"480170061491","6","5","6","2","1200","54","432","558","240","612","7","8","22"
"480170061492","7","7","5","2","210","63","63","126","35","147","18","8","22"
"480170061493","3","3","3","1","564","81","189","312","33","327","13","6","16"
"480170061496","4","3","3","3","596","44","232","316","32","172","20","6","15"
"480170061497","6","6","3","1","678","66","234","324","60","480","14","9","20"
"480170061498","3","3","3","3","1101","129","408","588","36","582","98","5","12"
"480170061499","1","1","0","0","116","7","41","53","11","57","2","1","2"
"480170061500","1","0","0","1","91","7","26","37","6","28","5","1","2"
"480170061501","3","3","1","0","816","42","309","393","63","456","4","3","5"
"480170061502","4","4","3","1","372","20","144","184","40","216","9","4","11"
"480170061503","3","3","1","2","480","66","144","255","30","381","13","6","14"
"480170061506","1","1","1","0","206","4","87","101","7","91","1","1","2"
"480170061507","3","3","2","0","732","105","252","384","75","399","3","4","8"
"480170061508","8","8","5","5","3320","456","1224","1864","208","1880","26","10","31"
"480170061510","5","5","1","1","1670","65","635","785","85","790","14","5","14"
"480170061511","2","2","2","0","308","28","100","140","26","226","4","2","7"
"480170061512","1","1","1","1","112","25","39","66","19","69","2","2","6"
"480170061514","5","4","4","3","1050","90","340","475","70","550","33","3","15"
"480170061516","1","1","1","0","270","31","95","136","5","116","1","2","4"
"480170061517","1","1","1","0","407","28","125","172","21","196","1","1","2"
"480170061519","1","1","1","0","184","15","67","98","6","93","2","2","4"
"480170061520","3","3","3","0","396","27","174","210","42","174","4","4","11"
"480170061521","10","10","6","1","3780","110","1520","1800","250","2200","20","19","36"
"480170061522","3","3","0","1","945","54","390","495","6","543","7","3","7"
"480170061523","4","3","1","3","784","60","304","420","88","380","20","7","17"
"480170061524","1","1","1","0","391","31","145","199","15","199","1","1","4"
"480170061525","3","2","3","2","747","54","270","357","45","381","15","4","14"
"480170061528","1","1","1","1","111","8","48","60","7","61","1","1","3"
"480170061529","4","4","0","2","1512","100","548","720","124","716","9","4","8"
"480170061531","18","17","14","12","2088","216","594","954","234","1296","149","21","66"
"480170061535","3","3","3","1","1494","222","477","762","36","717","5","8","16"
"480170061536","7","7","5","4","2205","182","756","1078","91","1127","20","9","20"
"480170061537","4","4","3","2","868","64","352","444","64","520","97","6","12"
"480170061539","1","1","0","1","184","19","56","88","16","99","6","1","2"
"480170061540","1","1","0","1","122","16","38","62","21","78","6","1","2"
"480170061541","5","5","4","4","1520","55","585","760","155","790","24","7","22"
"480170061542","1","1","0","1","70","7","23","34","5","24","17","1","4"
"480170061544","7","7","3","3","2310","175","840","1141","196","1218","43","14","31"
"480170061545","1","1","1","0","27","2","10","14","7","19","1","2","4"
"480170061546","4","3","2","4","632","60","196","304","56","380","8","7","13"
"480170061547","5","5","1","3","540","110","185","310","75","250","13","5","9"
"480170061548","4","4","2","1","40","12","8","20","0","0","7","6","13"
"480170061549","4","4","3","1","364","52","100","172","56","232","9","12","28"
"480170061551","5","5","1","4","1365","175","460","695","135","655","31","6","18"
"480170061552","7","6","6","5","1211","77","490","616","84","637","31","9","23"
"480170061553","1","1","1","0","56","2","23","27","0","0","1","1","2"
"480170061554","3","2","1","2","414","33","144","204","24","222","8","4","12"
"480170061556","5","5","1","4","1255","150","380","645","145","825","45","5","15"
"480170061557","3","3","1","1","1722","132","642","846","39","810","175","3","8"
"480170061559","3","3","2","2","177","6","0","21","9","36","176","3","9"
"480170061560","3","3","2","1","513","48","210","276","45","327","8","4","9"
"480170061561","1","1","0","0","167","11","58","80","14","80","1","1","2"
"480170061562","1","1","0","0","124","18","36","59","15","66","3","1","1"
"480170061563","7","7","5","3","0","0","0","0","7","56","117","8","16"
"480170061564","2","2","1","0","250","20","82","118","22","148","3","2","6"
"480170061565","3","3","2","0","744","117","255","393","96","447","5","3","9"
"480170061567","1","1","1","0","159","5","51","84","24","87","2","1","2"
"480170061568","6","6","1","4","1458","84","570","744","216","918","22","7","16"
"480170061569","1","1","0","1","252","20","107","139","11","143","3","1","1"
"480170061570","3","2","2","1","405","51","132","219","24","192","20","4","11"
"480170061571","1","1","1","1","197","24","71","102","22","119","4","4","6"
"480170061572","3","3","3","1","588","78","195","300","48","204","5","3","12"
"480170061573","4","4","3","3","736","92","204","328","64","468","27","5","10"
"480170061574","4","4","3","2","328","8","136","152","40","200","23","4","12"
"480170061575","3","2","1","1","666","27","246","306","90","282","9","3","8"
"480170061576","1","0","0","0","61","4","30","38","8","33","1","1","2"
"480170061578","2","2","2","0","140","6","54","66","34","88","3","7","13"
"480170061579","4","4","1","0","212","0","68","80","44","100","8","7","16"
"480170061580","2","2","1","0","838","148","260","428","18","438","2","2","7"
"480170061581","3","3","2","0","1392","192","426","678","36","747","3","2","10"
"480170061582","7","7","5","2","1246","175","371","609","182","854","16","12","29"
"480170061583","1","1","1","1","173","17","54","82","15","73","172","1","4"
"480170061585","11","11","6","7","2332","209","946","1221","253","1188","70","11","36"
"480170061587","2","2","2","1","444","46","162","228","46","242","5","2","7"
"480170061589","3","3","2","1","732","81","234","348","51","372","9","4","8"
"480170061590","1","1","0","0","74","5","33","40","10","40","1","1","1"
"480170061593","5","5","4","3","1530","85","595","760","35","770","101","7","18"
"480170061594","4","4","0","1","788","80","284","424","64","452","9","4","7"
"480170061596","6","6","2","0","2886","408","984","1464","120","1488","7","7","16"
"480170061597","2","2","1","2","98","4","42","54","2","2","11","2","4"
"480170061598","12","12","8","5","2388","528","504","1188","312","960","111","17","40"
"480170061599","1","1","1","0","183","6","72","83","19","94","1","3","5"
"480170061600","3","3","2","2","660","39","255","336","72","366","9","6","10"
"480170061601","5","5","5","4","1385","150","520","740","65","730","25","13","26"
"480170061602","1","1","1","0","65","10","23","35","14","35","1","1","4"
"480170061604","2","2","1","0","362","36","140","184","34","198","4","3","4"
"480170061605","1","1","0","0","58","6","16","27","2","29","1","1","2"
"480170061606","12","12","8","7","6828","696","2628","3588","876","3996","47","18","41"
"480170061607","2","2","2","2","4","0","2","2","4","6","9","13","24"
"480170061608","2","2","1","0","578","48","220","290","30","302","2","2","6"
"480170061609","2","2","1","2","382","40","132","190","40","310","9","2","6"
"480170061612","2","2","1","2","538","48","212","280","8","292","4","2","4"
"480170061613","11","11","4","5","528","55","176","242","66","231","30","14","27"
"480170061616","13","13","7","10","7956","416","3094","3835","546","3874","739","22","56"
"480170061619","2","2","0","1","430","38","154","214","48","188","4","2","6"
"480170061620","3","2","1","1","1701","243","579","888","57","975","5","3","8"
"480170061622","1","1","1","1","61","7","27","36","12","38","4","2","4"
"480170061623","4","2","3","1","1896","164","688","948","40","828","14","7","19"
"480170061624","5","5","3","1","230","30","65","105","20","105","8","4","15"
"480170061626","1","1","1","1","127","10","42","58","33","62","172","2","6"
"480170061629","10","10","9","1","11120","1670","3480","5670","320","5870","102","15","42"
"480170061630","2","2","2","0","148","12","50","74","16","62","2","2","5"
"480170061632","8","8","2","3","4656","432","1808","2448","248","2472","17","15","37"
"480170061634","5","5","2","3","2585","105","985","1150","50","1105","11","4","15"
"480170061637","1","1","1","0","109","31","18","49","7","53","1","1","2"
"480170061638","1","1","0","1","126","8","56","69","8","97","5","1","2"
"480170061639","2","2","2","0","232","26","74","108","18","114","2","2","7"
"480170061640","2","2","0","1","438","34","174","228","46","236","3","2","3"
"480170061641","6","6","3","2","6216","1320","1290","2850","180","2898","12","10","17"
"480170061643","1","1","0","0","57","5","24","31","3","35","2","1","2"
"480170061645","5","5","2","0","9085","985","2955","4165","205","4310","7","5","13"
"480170061646","7","7","5","2","3052","224","1218","1575","294","1456","31","9","30"
"480170061647","3","2","1","1","1902","189","675","921","72","981","4","4","10"
"480170061649","6","6","5","2","2436","288","762","1176","66","1374","112","7","21"
"480170061650","1","0","1","0","198","19","64","87","23","94","1","1","4"
"480170061652","1","1","1","0","159","13","58","76","1","83","1","1","2"
"480170061653","1","1","1","0","207","15","61","86","39","111","1","2","6"
"480170061654","1","1","1","1","8","0","3","4","0","0","4","2","6"
"480170061655","2","2","1","1","532","34","190","244","38","236","3","4","7"
"480170061656","1","1","1","0","120","8","46","64","8","65","1","5","10"
"480170061659","8","7","5","0","1832","64","848","960","128","1256","23","10","28"
"480170061660","1","1","1","0","29","14","0","15","1","14","1","1","2"
"480170061661","11","11","8","4","5599","715","1925","2805","594","3058","187","12","34"
"480170061663","5","5","4","1","3175","710","880","1645","25","1845","25","7","22"
"480170061664","4","4","4","2","888","52","288","360","144","428","16","7","20"
"480170061665","2","2","2","1","252","28","78","116","22","118","4","1","6"
"480170061667","6","6","5","1","2994","282","1098","1542","132","1632","11","11","23"
"480170061668","3","3","2","0","930","111","345","483","87","597","4","5","8"
"480170061669","17","17","9","6","10897","1088","3689","5304","1275","6120","32","25","48"
"480170061670","5","5","1","0","1145","70","440","580","80","1095","7","6","14"
"480170061672","8","8","2","1","7296","688","2664","3584","376","3896","27","8","17"
"480170061673","4","4","2","1","436","12","164","200","36","200","7","3","10"
"480170061674","3","3","0","3","441","54","159","231","45","225","12","3","6"
"480170061675","1","1","1","1","234","19","87","114","24","146","4","2","4"
"480170061677","2","2","1","1","508","40","204","262","44","206","7","3","10"
"480170061681","3","3","1","1","477","36","177","237","42","273","9","3","8"
"480170061683","1","1","1","0","450","29","179","219","14","238","1","1","4"
"480170061684","9","8","6","3","4194","801","1116","2052","261","3168","34","14","39"
"480170061685","1","1","1","0","0","0","0","0","4","92","1","0","4"
"480170061686","3","3","3","1","141","0","36","39","39","54","7","5","11"
"480170061688","4","4","1","0","1776","148","636","888","60","788","7","6","13"
"480170061689","2","2","0","2","156","6","80","86","18","110","8","2","6"
"480170061691","4","4","3","1","2376","356","748","1204","264","1152","8","4","14"
"480170061692","3","3","3","1","1167","63","498","600","27","597","9","4","10"
"480170061693","9","9","4","4","8352","792","2772","3861","90","4032","13","9","23"
"480170061694","3","3","3","0","315","24","102","159","72","168","3","6","13"
"480170061695","3","3","2","0","390","30","150","219","51","324","3","11","26"
"480170061696","1","1","1","0","222","29","84","123","20","143","1","1","2"
"480170061697","1","1","1","1","46","1","15","19","4","21","4","1","2"
"480170061698","1","1","1","0","279","25","101","142","26","137","1","1","5"
"480170061699","6","5","5","4","1482","84","576","756","180","666","23","9","24"
"480170061700","4","4","2","1","668","52","256","344","124","408","5","5","12"
"480170061701","3","3","2","1","864","66","297","396","57","351","16","7","16"
"480170061704","2","2","0","1","462","62","124","208","18","244","3","2","4"
"480170061710","2","2","2","1","438","42","154","220","52","176","4","3","8"
"480170061712","1","1","1","1","361","26","136","185","43","161","4","3","7"
"480170061713","2","2","2","0","298","38","100","152","18","152","2","3","9"
"480170061714","5","5","2","0","2310","190","910","1230","85","1070","5","5","14"
"480170061715","1","1","1","0","92","10","40","56","2","62","1","1","3"
"480170061716","3","3","3","1","0","0","0","0","0","0","6","4","8"
"480170061721","1","1","1","0","99","7","33","45","8","39","1","1","3"
"480170061722","6","6","2","0","2568","312","852","1302","150","1212","7","6","13"
"480170061724","1","1","0","0","27","0","12","14","1","14","1","1","2"
"480170061732","5","4","4","0","1235","165","380","610","75","605","6","8","18"
"480170061734","1","1","1","0","144","8","53","63","3","64","2","0","2"
"480170061736","4","4","4","1","1900","224","708","1004","84","976","13","5","11"
"480170061737","4","4","2","2","1216","168","356","552","68","564","12","6","14"
"480170061738","7","7","4","2","2240","84","994","1141","224","1176","16","10","27"
"480170061739","5","5","3","4","1640","160","580","795","65","850","32","7","20"
"480170061742","8","8","4","3","4272","384","1424","2016","336","2128","27","8","17"
"480170061744","1","1","0","0","185","6","75","86","38","83","1","1","2"
"480170061745","1","1","1","0","99","4","29","38","26","45","1","2","4"
"480170061747","1","1","1","0","69","8","29","38","1","38","2","3","5"
"480170061750","6","6","0","3","2628","300","810","1188","90","1092","10","6","12"
"480170061752","3","3","3","1","30","0","9","9","6","9","16","3","10"
"480170061754","1","0","1","0","17","1","8","9","1","9","1","1","4"
"480170061755","5","5","3","0","2235","160","925","1205","150","1530","5","8","13"
"480170061759","1","1","0","1","193","11","67","86","18","124","4","1","2"
"480170061760","1","1","1","0","33","2","10","14","7","13","1","2","4"
"480170061764","1","1","0","0","257","26","72","111","52","123","5","1","2"
"480170061768","2","2","1","1","214","10","72","96","88","136","4","2","6"
"480170061769","2","2","2","1","28","8","0","8","2","8","6","4","7"
"480170061770","1","1","1","0","121","4","47","57","26","101","1","2","5"
"480170061771","2","2","1","0","814","78","290","424","34","572","2","2","4"
"480170061772","1","1","1","0","78","2","31","37","2","49","1","1","2"
"480170061779","1","1","1","0","345","38","127","177","10","154","1","2","6"
"480170061781","1","1","0","0","430","36","148","200","23","238","1","1","2"
"480170061782","1","1","0","0","245","17","92","117","9","143","2","1","1"
"480170061783","1","1","0","0","0","0","0","0","3","170","2","1","3"
"480170061786","1","1","1","0","450","60","120","204","12","206","1","1","2"
"480170061787","1","1","1","0","150","9","55","69","15","78","1","1","2"
"480170061792","5","5","2","1","3400","300","1295","1705","85","1600","27","6","19"
"480170061793","2","2","2","0","280","8","104","132","40","126","2","3","7"
"480170061794","8","7","4","3","1496","208","472","704","64","720","19","8","24"
"480170061796","1","1","1","0","0","0","0","0","1","1","1","2","4"
"480170061798","2","2","2","1","476","38","188","266","14","260","8","3","7"
"480170061799","1","1","1","1","40","1","23","24","2","25","1","2","4"
"480170061804","3","3","2","0","852","60","276","387","30","330","4","5","14"
"480170061805","3","2","2","0","1470","141","549","741","33","768","3","3","9"
"480170061808","5","5","2","0","1735","140","700","890","80","805","14","4","11"
"480170061813","1","1","1","1","401","26","143","194","35","229","21","2","7"
"480170061814","2","2","1","1","406","16","152","176","22","190","5","3","6"
"480170061816","1","1","1","0","131","6","45","52","2","72","1","2","4"
"480170061817","6","6","5","2","4614","516","1698","2304","174","2706","14","7","22"
"480170061819","1","1","1","0","37","0","13","16","2","16","1","1","3"
"480170061820","3","3","3","1","927","39","378","471","33","465","14","5","10"
"480170061822","2","2","1","1","288","16","98","138","54","144","4","2","4"
"480170061824","2","2","1","0","136","12","54","68","2","72","3","4","10"
"480170061826","3","3","2","0","915","108","228","384","231","510","7","5","10"
"480170061827","6","5","3","0","684","30","276","354","48","360","6","9","17"
"480170061831","2","2","2","1","212","16","82","102","46","130","2","3","10"
"480170061832","6","6","6","2","534","108","156","282","96","312","101","9","26"
"480170061834","8","8","7","1","11376","1440","3728","5592","408","5600","9","10","26"
"480170061838","1","1","0","1","167","14","55","78","32","92","3","1","1"
"480170061840","4","2","4","1","856","76","332","444","136","468","14","5","16"
"480170061844","3","3","2","1","876","87","327","453","87","450","3","3","6"
"480170061848","3","2","1","3","69","6","21","30","21","57","12","5","14"
"480170061850","4","4","2","0","1840","44","712","828","80","1060","5","7","15"
"480170061853","1","1","1","0","339","21","131","166","14","147","1","2","4"
"480170061856","1","1","1","0","444","44","168","238","33","236","1","1","5"
"480170061858","2","2","1","0","830","50","268","338","140","314","2","2","6"
"480170061862","2","2","2","1","1248","276","310","624","22","644","173","5","14"
"480170061863","1","1","1","1","155","39","28","73","3","80","16","1","4"
"480170061866","1","1","1","0","131","13","55","73","17","85","2","1","4"
"480170061867","2","2","1","1","316","14","110","144","100","152","5","2","6"
"480170061869","2","2","2","0","178","112","6","124","4","124","3","3","8"
"480170061870","3","2","1","0","711","66","222","318","30","309","3","3","8"
"480170061873","3","3","2","0","2124","699","342","1080","96","1002","3","4","8"
"480170061877","3","3","2","0","486","33","117","195","102","231","3","5","11"
"480170061878","2","2","2","0","914","38","332","402","224","402","2","5","15"
"480170061879","1","1","1","0","116","5","38","50","30","64","2","1","3"
"480170061880","19","17","15","6","18696","1786","6973","9481","1197","9994","51","25","63"
"480170061881","2","2","1","1","230","18","80","108","24","120","6","6","10"
"480170061884","2","2","1","0","1490","148","568","756","32","752","2","3","6"
"480170061885","2","1","2","2","432","64","156","234","36","208","139","2","8"
"480170061886","13","13","8","4","8450","702","2808","3952","1222","3627","26","18","44"
"480170061888","1","1","1","0","2","0","0","2","2","3","1","1","4"
"480170061890","2","2","2","0","450","38","146","196","74","196","2","2","5"
"480170061894","3","3","2","0","2205","537","477","1056","78","1074","5","3","5"
"480170061895","2","2","0","0","272","12","88","130","72","136","4","2","4"
"480170061896","1","1","1","0","116","5","48","58","3","56","1","2","6"
"480170061897","1","1","1","0","544","29","177","222","107","265","1","4","9"
"480170061898","2","2","1","0","96","8","34","52","6","78","3","4","8"
"480170061900","6","6","3","2","8082","1026","2502","3762","150","3834","11","8","20"
"480170061901","4","4","1","2","888","72","352","448","56","500","12","4","7"
"480170061902","1","1","1","0","252","25","104","143","3","151","1","1","4"
"480170061904","1","1","0","0","119","18","31","57","1","58","1","1","2"
"480170061905","1","1","1","0","263","36","81","128","3","130","1","1","4"
"480170061906","8","8","4","0","4664","192","1432","1992","872","2176","11","15","28"
"480170061910","1","1","1","0","160","17","56","84","5","84","1","1","2"
"480170061911","5","5","1","2","2175","145","735","920","400","930","24","6","10"
"480170061912","7","6","5","1","1253","126","385","560","154","581","10","8","17"
"480170061914","5","3","5","0","4430","305","1725","2180","30","2125","7","7","21"
"480170061915","3","3","2","0","1083","84","264","408","105","447","3","6","12"
"480170061921","2","2","2","0","498","82","122","214","4","256","2","4","10"
"480170061922","5","5","4","0","1950","145","785","995","110","1045","9","4","10"
"480170061924","7","7","4","3","3150","287","1092","1526","252","1477","42","7","12"
"480170061925","1","1","1","0","170","13","48","68","31","68","1","2","4"
"480170061928","3","3","0","0","609","42","213","276","42","378","5","3","6"
"480170061931","3","2","2","1","3003","369","927","1365","39","1386","3","4","9"
"480170061932","7","4","4","3","1680","147","616","854","168","994","34","9","20"
"480170061933","3","3","3","0","1440","57","579","669","27","645","4","4","10"
